sample	prj	round	cov	signal
Mix70	p1	1	99.7659	35.2359
Mix99	p1	1	99.7157	2.6491
Mix14	p1	1	99.8863	1.6715
Mix39	p1	1	99.7994	0.7225
Mix80	p1	1	99.8428	29.6873
Mix98	p1	1	99.8495	1.3775
Mix96	p1	1	99.7157	43.8423
Mix93	p1	1	99.8428	28.9746
Mix65	p1	1	99.8662	0.4268
Mix38	p1	1	99.7693	2.243
Mix36	p1	1	99.2141	3.4969
Mix33	p1	1	99.8462	0.393
Mix49	p1	1	99.893	6.7279
Mix23	p1	1	99.8863	1.6623
Mix26	p1	1	99.8595	3.6808
Mix28	p1	1	99.893	0.4352
Mix46	p1	1	99.8428	1.0083
Mix48	p1	1	99.8428	33.3616
Mix43	p1	1	99.6689	39.0405
Mix29	p1	1	97.7427	0.7241
Mix54	p1	1	99.7091	2.7432
Mix15	p1	1	99.8662	0.8416
Mix82	p1	1	99.7157	7.7266
Mix64	p1	1	99.7693	0.7332
Mix72	p1	1	99.8395	0.4517
Mix77	p1	1	99.7994	15.7027
Mix87	p1	1	99.8495	0.8024
Mix55	p1	1	99.8495	24.7833
Mix100	p1	1	99.7759	0.3946
Mix44	p1	1	99.7994	7.1086
Mix71	p1	1	99.8428	0.4201
Mix53	p1	1	99.893	29.1373
Mix81	p1	1	99.8428	2.9321
Mix58	p1	1	99.7726	3.4864
Mix56	p1	1	99.7157	44.7814
Mix8	p1	1	99.893	3.6239
Mix7	p1	1	99.7759	0.3701
Mix59	p1	1	99.8428	2.7507
Mix24	p1	1	99.8428	2.6915
Mix34	p1	1	99.8863	1.5908
Mix19	p1	1	99.7759	0.4369
Mix94	p1	1	99.7994	1.38
Mix13	p1	1	99.6622	2.5194
Mix18	p1	1	99.9398	2.6901
Mix16	p1	1	99.6054	0.4503
Mix45	p1	1	99.7693	12.9376
Mix25	p1	1	99.7157	25.8262
Mix63	p1	1	99.8428	3.8587
Mix35	p1	1	99.7994	1.4077
Mix68	p1	1	99.883	1.1909
Mix66	p1	1	99.8194	1.4413
Mix95	p1	1	99.7759	0.3796
Mix69	p1	1	99.7994	0.7771
Mix6	p1	1	99.6656	1.0611
Mix22	p1	1	99.7994	8.0497
Mix42	p1	1	99.5184	0.2799
Mix37	p1	1	99.7994	8.7322
Mix61	p1	1	99.8127	1.5864
Mix97	p1	1	99.893	8.6111
Mix27	p1	1	99.8194	0.3409
Mix32	p1	1	99.7759	10.2972
Mix92	p1	1	99.7458	9.8215
Mix47	p1	1	99.7157	4.9339
Mix40	p1	1	99.8662	0.4308
Mix11	p1	1	99.7157	0.3315
Mix20	p1	1	99.8595	10.8366
Mix1	p1	1	99.8428	2.7035
Mix89	p1	1	99.7157	0.3642
Mix30	p1	1	99.8428	1.3674
Mix79	p1	1	99.6422	1.0073
Mix90	p1	1	99.9398	69.1771
Mix5	p1	1	99.8662	35.1205
Mix51	p1	1	99.8428	1.502
Mix83	p1	1	99.6422	7.1596
Mix88	p1	1	99.8662	45.3225
Mix86	p1	1	99.8662	69.4182
Mix76	p1	1	99.8194	7.7938
Mix78	p1	1	99.7759	42.417
Mix73	p1	1	99.7994	5.7167
Mix85	p1	1	99.796	0.4293
Mix57	p1	1	99.8595	1.5056
Mix75	p1	1	99.8428	0.7326
Mix12	p1	1	99.8495	47.8727
Mix60	p1	1	99.8194	2.8116
Mix52	p1	1	99.7994	0.3579
Mix17	p1	1	99.7994	14.1083
Mix84	p1	1	99.893	29.1324
Mix62	p1	1	99.7994	12.6709
Mix74	p1	1	99.7157	1.5052
Mix41	p1	1	99.7693	8.222
Mix10	p1	1	99.8495	36.7452
Mix2	p1	1	99.6422	32.5773
Mix4	p1	1	99.7693	14.2195
Mix21	p1	1	99.9398	53.6225
Mix31	p1	1	99.786	5.2844
Mix91	p1	1	99.8428	36.0367
Mix67	p1	1	99.7693	0.4527
Mix3	p1	1	99.6422	0.3778
Mix50	p1	1	99.7994	0.4308
Mix9	p1	1	99.7759	0.7751
Mix94	p1	2	99.7994	56.2184
Mix13	p1	2	99.6622	66.4208
Mix91	p1	2	99.8428	43.7687
Mix28	p1	2	99.893	38.3035
Mix59	p1	2	99.8428	80.601
Mix75	p1	2	99.8428	67.8811
Mix65	p1	2	99.8662	19.209
Mix85	p1	2	99.796	40.161
Mix99	p1	2	99.7157	42.7847
Mix23	p1	2	99.8863	57.85
Mix54	p1	2	99.7091	89.0246
Mix51	p1	2	99.8428	59.6838
Mix18	p1	2	99.9398	46.9488
Mix96	p1	2	99.7157	56.9564
Mix72	p1	2	99.8395	76.8884
Mix62	p1	2	99.7994	17.6114
Mix82	p1	2	99.7157	57.8683
Mix40	p1	2	99.8662	64.5198
Mix38	p1	2	99.7693	45.8524
Mix33	p1	2	99.8462	48.8187
Mix56	p1	2	99.7157	53.8786
Mix67	p1	2	99.7693	64.0618
Mix87	p1	2	99.8495	63.8589
Mix77	p1	2	99.7994	20.7344
Mix4	p1	2	99.7693	17.9973
Mix71	p1	2	99.8428	20.826
Mix61	p1	2	99.8127	63.4678
Mix81	p1	2	99.8428	20.2312
Mix64	p1	2	99.7693	42.0729
Mix84	p1	2	99.893	50.0224
Mix74	p1	2	99.7157	55.4215
Mix1	p1	2	99.8428	16.9967
Mix20	p1	2	99.8595	17.6702
Mix55	p1	2	99.8495	33.5906
Mix69	p1	2	99.7994	28.2172
Mix89	p1	2	99.7157	66.7009
Mix79	p1	2	99.6422	17.9335
Mix95	p1	2	99.7759	47.5029
Mix10	p1	2	99.8495	54.2775
Mix2	p1	2	99.6422	58.9094
Mix57	p1	2	99.8595	65.9644
Mix86	p1	2	99.8662	82.9666
Mix66	p1	2	99.8194	22.5883
Mix76	p1	2	99.8194	17.2522
Mix48	p1	2	99.8428	44.5281
Mix30	p1	2	99.8428	17.8219
Mix92	p1	2	99.7458	29.4827
Mix52	p1	2	99.7994	18.2891
Mix43	p1	2	99.6689	61.4078
Mix97	p1	2	99.893	12.6862
Mix3	p1	2	99.6422	25.8715
Mix73	p1	2	99.7994	19.2324
Mix50	p1	2	99.7994	24.1876
Mix63	p1	2	99.8428	59.5489
Mix83	p1	2	99.6422	61.738
Mix25	p1	2	99.7157	36.1476
Mix9	p1	2	99.7759	72.6985
Mix37	p1	2	99.7994	22.3076
Mix46	p1	2	99.8428	60.022
Mix15	p1	2	99.8662	61.2977
Mix5	p1	2	99.8662	63.9164
Mix90	p1	2	99.9398	85.7957
Mix32	p1	2	99.7759	15.4527
Mix88	p1	2	99.8662	52.3068
Mix68	p1	2	99.883	46.9843
Mix78	p1	2	99.7759	51.7799
Mix35	p1	2	99.7994	18.4958
Mix49	p1	2	99.893	29.356
Mix12	p1	2	99.8495	63.429
Mix27	p1	2	99.8194	14.1023
Mix44	p1	2	99.7994	55.3684
Mix41	p1	2	99.7693	21.0643
Mix17	p1	2	99.7994	17.924
Mix22	p1	2	99.7994	19.6287
Mix11	p1	2	99.7157	15.6014
Mix58	p1	2	99.7726	63.5784
Mix14	p1	2	99.8863	66.3008
Mix93	p1	2	99.8428	47.4912
Mix29	p1	2	97.7427	84.3138
Mix8	p1	2	99.893	40.1331
Mix6	p1	2	99.6656	57.5058
Mix47	p1	2	99.7157	18.6303
Mix7	p1	2	99.7759	42.4845
Mix19	p1	2	99.7759	68.1043
Mix24	p1	2	99.8428	61.4252
Mix100	p1	2	99.7759	48.4162
Mix21	p1	2	99.9398	74.5764
Mix36	p1	2	99.2141	62.8754
Mix98	p1	2	99.8495	49.1207
Mix53	p1	2	99.893	32.213
Mix60	p1	2	99.8194	21.8045
Mix80	p1	2	99.8428	52.2843
Mix42	p1	2	99.5184	35.9449
Mix70	p1	2	99.7659	48.1924
Mix39	p1	2	99.7994	28.3092
Mix16	p1	2	99.6054	48.9903
Mix45	p1	2	99.7693	16.4578
Mix26	p1	2	99.8595	47.4103
Mix31	p1	2	99.786	23.4919
Mix34	p1	2	99.8863	69.8612
Mix100	p1	3	99.7759	87.5829
Mix95	p1	3	99.7759	77.227
Mix8	p1	3	99.893	95.3028
Mix91	p1	3	99.8428	82.432
Mix58	p1	3	99.7726	83.1572
Mix93	p1	3	99.8428	72.0673
Mix4	p1	3	99.7693	87.8459
Mix29	p1	3	97.7427	93.2967
Mix62	p1	3	99.7994	94.6152
Mix96	p1	3	99.7157	86.2862
Mix50	p1	3	99.7994	64.9483
Mix61	p1	3	99.8127	89.6522
Mix2	p1	3	99.6422	90.1271
Mix49	p1	3	99.893	91.8185
Mix77	p1	3	99.7994	85.3968
Mix14	p1	3	99.8863	84.3864
Mix65	p1	3	99.8662	88.5039
Mix34	p1	3	99.8863	92.9842
Mix89	p1	3	99.7157	81.7848
Mix66	p1	3	99.8194	81.6264
Mix92	p1	3	99.7458	60.1215
Mix74	p1	3	99.7157	89.0839
Mix17	p1	3	99.7994	82.5785
Mix63	p1	3	99.8428	80.6415
Mix37	p1	3	99.7994	73.0918
Mix64	p1	3	99.7693	77.0112
Mix15	p1	3	99.8662	83.2929
Mix35	p1	3	99.7994	76.4422
Mix73	p1	3	99.7994	78.4876
Mix11	p1	3	99.7157	54.8756
Mix76	p1	3	99.8194	65.5581
Mix31	p1	3	99.786	80.9764
Mix75	p1	3	99.8428	98.8275
Mix67	p1	3	99.7693	83.783
Mix28	p1	3	99.893	80.6972
Mix33	p1	3	99.8462	82.4974
Mix13	p1	3	99.6622	80.7829
Mix59	p1	3	99.8428	92.3941
Mix16	p1	3	99.6054	67.1082
Mix71	p1	3	99.8428	69.193
Mix20	p1	3	99.8595	78.8079
Mix36	p1	3	99.2141	82.1396
Mix5	p1	3	99.8662	92.2837
Mix72	p1	3	99.8395	96.1204
Mix48	p1	3	99.8428	71.4368
Mix40	p1	3	99.8662	88.976
Mix94	p1	3	99.7994	86.5843
Mix12	p1	3	99.8495	82.3649
Mix88	p1	3	99.8662	73.0432
Mix32	p1	3	99.7759	78.446
Mix80	p1	3	99.8428	75.6021
Mix97	p1	3	99.893	72.5491
Mix39	p1	3	99.7994	78.8303
Mix19	p1	3	99.7759	93.2337
Mix53	p1	3	99.893	84.6095
Mix98	p1	3	99.8495	75.7336
Mix56	p1	3	99.7157	82.0374
Mix90	p1	3	99.9398	99.1006
Mix87	p1	3	99.8495	100
Mix44	p1	3	99.7994	78.9142
Mix55	p1	3	99.8495	79.4801
Mix79	p1	3	99.6422	87.427
Mix51	p1	3	99.8428	82.9762
Mix47	p1	3	99.7157	83.3905
Mix84	p1	3	99.893	66.5944
Mix7	p1	3	99.7759	85.0368
Mix52	p1	3	99.7994	79.4001
Mix60	p1	3	99.8194	74.9725
Mix27	p1	3	99.8194	55.4296
Mix68	p1	3	99.883	94.2183
Mix1	p1	3	99.8428	73.9871
Mix3	p1	3	99.6422	69.1339
Mix24	p1	3	99.8428	75.8209
Mix18	p1	3	99.9398	96.3206
Mix99	p1	3	99.7157	91.8635
Mix82	p1	3	99.7157	88.7649
Mix23	p1	3	99.8863	87.4566
Mix38	p1	3	99.7693	67.1378
Mix30	p1	3	99.8428	78.174
Mix26	p1	3	99.8595	78.5536
Mix10	p1	3	99.8495	88.2145
Mix25	p1	3	99.7157	81.2775
Mix78	p1	3	99.7759	97.8934
Mix42	p1	3	99.5184	83.3734
Mix21	p1	3	99.9398	99.0138
Mix6	p1	3	99.6656	86.6622
Mix70	p1	3	99.7659	74.4505
Mix83	p1	3	99.6422	82.7115
Mix22	p1	3	99.7994	54.493
Mix45	p1	3	99.7693	93.3256
Mix57	p1	3	99.8595	86.1039
Mix69	p1	3	99.7994	78.3174
Mix86	p1	3	99.8662	97.7128
Mix41	p1	3	99.7693	55.3007
Mix43	p1	3	99.6689	94.7684
Mix9	p1	3	99.7759	92.8139
Mix85	p1	3	99.796	54.7901
Mix54	p1	3	99.7091	98.3292
Mix81	p1	3	99.8428	60.2701
Mix46	p1	3	99.8428	91.3267
Mix23	p1	4	99.8863	99.9466
Mix29	p1	4	97.7427	96.129
Mix66	p1	4	99.8194	96.084
Mix57	p1	4	99.8595	98.9314
Mix2	p1	4	99.6422	94.0887
Mix90	p1	4	99.9398	99.92
Mix83	p1	4	99.6422	98.6459
Mix89	p1	4	99.7157	96.2407
Mix52	p1	4	99.7994	86.0606
Mix8	p1	4	99.893	95.3028
Mix40	p1	4	99.8662	94.731
Mix51	p1	4	99.8428	99.9165
Mix81	p1	4	99.8428	66.7408
Mix70	p1	4	99.7659	97.0787
Mix30	p1	4	99.8428	94.2474
Mix64	p1	4	99.7693	97.9047
Mix82	p1	4	99.7157	97.3057
Mix27	p1	4	99.8194	75.5049
Mix5	p1	4	99.8662	97.8089
Mix53	p1	4	99.893	92.6444
Mix59	p1	4	99.8428	95.8008
Mix65	p1	4	99.8662	88.5039
Mix21	p1	4	99.9398	99.0138
Mix10	p1	4	99.8495	98.1575
Mix87	p1	4	99.8495	100
Mix22	p1	4	99.7994	75.4991
Mix45	p1	4	99.7693	95.679
Mix36	p1	4	99.2141	99.7694
Mix94	p1	4	99.7994	90.0839
Mix76	p1	4	99.8194	86.7664
Mix95	p1	4	99.7759	93.9474
Mix58	p1	4	99.7726	95.447
Mix44	p1	4	99.7994	95.269
Mix16	p1	4	99.6054	82.8608
Mix96	p1	4	99.7157	91.5896
Mix34	p1	4	99.8863	99.9466
Mix74	p1	4	99.7157	99.9532
Mix88	p1	4	99.8662	93.2432
Mix60	p1	4	99.8194	97.1896
Mix15	p1	4	99.8662	91.7394
Mix14	p1	4	99.8863	99.9466
Mix46	p1	4	99.8428	98.0336
Mix28	p1	4	99.893	95.81
Mix35	p1	4	99.7994	96.5831
Mix75	p1	4	99.8428	98.8275
Mix80	p1	4	99.8428	90.119
Mix71	p1	4	99.8428	84.3124
Mix68	p1	4	99.883	95.6688
Mix31	p1	4	99.786	87.0043
Mix72	p1	4	99.8395	99.8896
Mix17	p1	4	99.7994	91.513
Mix43	p1	4	99.6689	96.6718
Mix49	p1	4	99.893	95.7958
Mix32	p1	4	99.7759	80.8539
Mix4	p1	4	99.7693	91.6065
Mix20	p1	4	99.8595	88.1001
Mix11	p1	4	99.7157	83.8726
Mix77	p1	4	99.7994	89.5394
Mix12	p1	4	99.8495	98.9541
Mix9	p1	4	99.7759	96.3116
Mix93	p1	4	99.8428	78.453
Mix37	p1	4	99.7994	86.4346
Mix99	p1	4	99.7157	98.3769
Mix13	p1	4	99.6622	98.7095
Mix47	p1	4	99.7157	84.9919
Mix19	p1	4	99.7759	100
Mix92	p1	4	99.7458	76.6721
Mix1	p1	4	99.8428	91.5342
Mix91	p1	4	99.8428	95.5852
Mix73	p1	4	99.7994	91.0267
Mix3	p1	4	99.6422	97.1978
Mix42	p1	4	99.5184	99.7792
Mix79	p1	4	99.6422	97.615
Mix39	p1	4	99.7994	97.916
Mix97	p1	4	99.893	78.4385
Mix33	p1	4	99.8462	97.4911
Mix7	p1	4	99.7759	89.0441
Mix41	p1	4	99.7693	66.0414
Mix50	p1	4	99.7994	72.613
Mix100	p1	4	99.7759	98.8929
Mix84	p1	4	99.893	67.8068
Mix62	p1	4	99.7994	97.3531
Mix78	p1	4	99.7759	100
Mix61	p1	4	99.8127	99.9464
Mix25	p1	4	99.7157	92.6129
Mix38	p1	4	99.7693	68.9349
Mix56	p1	4	99.7157	98.5531
Mix24	p1	4	99.8428	99.9065
Mix67	p1	4	99.7693	99.8429
Mix18	p1	4	99.9398	99.92
Mix85	p1	4	99.796	66.625
Mix55	p1	4	99.8495	88.4963
Mix98	p1	4	99.8495	88.9662
Mix86	p1	4	99.8662	99.9197
Mix48	p1	4	99.8428	91.3286
Mix54	p1	4	99.7091	99.6507
Mix6	p1	4	99.6656	95.2305
Mix63	p1	4	99.8428	99.7172
Mix69	p1	4	99.7994	90.9356
Mix26	p1	4	99.8595	94.5538
Mix18	p2	1	99.8696	0.0506
Mix67	p2	1	3.4913	0.002
Mix63	p2	1	99.8595	0.1808
Mix31	p2	1	99.8495	0.3994
Mix22	p2	1	99.8495	0.0845
Mix14	p2	1	1.02	0.0006
Mix95	p2	1	99.8696	0.0875
Mix57	p2	1	88.6332	0.1178
Mix41	p2	1	20.7805	0.017
Mix53	p2	1	2.2372	0.0008
Mix81	p2	1	2.6185	0.0028
Mix86	p2	1	31.6122	0.0735
Mix46	p2	1	99.7559	0.4687
Mix19	p2	1	10.2498	0.0125
Mix23	p2	1	99.8495	0.0681
Mix27	p2	1	77.1628	0.0634
Mix1	p2	1	99.475	0.0789
Mix36	p2	1	40.7952	0.0243
Mix10	p2	1	80.6775	0.1992
Mix84	p2	1	10.4505	0.0064
Mix48	p2	1	99.0737	0.0578
Mix55	p2	1	99.8595	0.0392
Mix88	p2	1	97.5788	0.0998
Mix44	p2	1	99.8529	0.0572
Mix93	p2	1	8.9188	0.0095
Mix11	p2	1	21.6266	0.1025
Mix38	p2	1	99.8495	0.0575
Mix72	p2	1	95.1978	0.0764
Mix65	p2	1	28.3049	0.0139
Mix34	p2	1	99.8529	0.0584
Mix39	p2	1	4.5882	0.0045
Mix73	p2	1	99.8462	0.0534
Mix25	p2	1	96.8966	0.1286
Mix77	p2	1	99.8562	0.2266
Mix30	p2	1	99.8729	0.0784
Mix16	p2	1	99.8562	0.1154
Mix80	p2	1	3.304	0.0022
Mix8	p2	1	99.8495	0.1513
Mix49	p2	1	2.1068	0.0024
Mix40	p2	1	99.8562	0.0629
Mix89	p2	1	2.7522	0.0025
Mix92	p2	1	95.8232	0.0568
Mix4	p2	1	99.8562	0.067
Mix61	p2	1	99.8629	0.0959
Mix37	p2	1	94.2079	0.0433
Mix26	p2	1	97.5421	0.0605
Mix33	p2	1	95.0908	0.0652
Mix79	p2	1	98.4918	0.4982
Mix70	p2	1	50.8979	0.0414
Mix15	p2	1	99.8395	0.141
Mix51	p2	1	66.5117	0.0216
Mix43	p2	1	99.8562	0.0815
Mix94	p2	1	62.9	0.0218
Mix47	p2	1	99.5051	0.1316
Mix98	p2	1	99.8495	0.0545
Mix87	p2	1	1.137	0.0004
Mix83	p2	1	89.7268	0.0832
Mix90	p2	1	17.4832	0.0085
Mix42	p2	1	2.2372	0.0023
Mix9	p2	1	2.1469	0.0011
Mix56	p2	1	99.8595	0.138
Mix82	p2	1	2.2372	0.0009
Mix99	p2	1	99.8529	0.1773
Mix32	p2	1	28.365	0.008
Mix78	p2	1	95.0841	0.0503
Mix21	p2	1	8.0427	0.008
Mix74	p2	1	99.8729	0.274
Mix66	p2	1	2.8392	0.0013
Mix85	p2	1	92.2784	0.0343
Mix45	p2	1	99.8629	0.0807
Mix91	p2	1	99.8629	0.0547
Mix17	p2	1	98.4918	0.0532
Mix68	p2	1	30.4351	0.039
Mix2	p2	1	95.2212	0.0407
Mix13	p2	1	99.8094	0.1317
Mix20	p2	1	97.2478	0.0933
Mix76	p2	1	99.8729	1.1487
Mix35	p2	1	99.0235	0.136
Mix29	p2	1	99.8495	0.0572
Mix64	p2	1	2.7723	0.0045
Mix12	p2	1	99.8562	0.0411
Mix69	p2	1	99.8562	0.0444
Mix24	p2	1	37.9427	0.0322
Mix71	p2	1	83.4431	0.3003
Mix6	p2	1	99.8395	0.1099
Mix28	p2	1	2.2372	0.0017
Mix60	p2	1	99.8729	0.0548
Mix96	p2	1	27.5056	0.0184
Mix50	p2	1	90.9608	0.061
Mix5	p2	1	99.8729	0.1078
Mix69	p2	2	99.8562	7.732
Mix56	p2	2	99.8595	28.1103
Mix12	p2	2	99.8562	0.0679
Mix98	p2	2	99.8495	0.1057
Mix83	p2	2	85.2858	0.131
Mix16	p2	2	99.8562	13.5188
Mix26	p2	2	67.9397	0.0726
Mix40	p2	2	99.8562	0.2175
Mix99	p2	2	99.8529	0.9482
Mix47	p2	2	23.1816	0.0697
Mix68	p2	2	19.687	0.0533
Mix43	p2	2	99.8562	12.0333
Mix2	p2	2	52.7439	0.0302
Mix63	p2	2	99.8595	0.4608
Mix24	p2	2	2.4279	0.0051
Mix48	p2	2	67.6554	0.0692
Mix60	p2	2	76.0058	0.0635
Mix11	p2	2	9.2265	2.7364
Mix15	p2	2	99.8395	25.443
Mix70	p2	2	38.6884	0.0831
Mix31	p2	2	99.8495	2.0515
Mix55	p2	2	99.8595	0.0657
Mix29	p2	2	73.9023	0.066
Mix19	p2	2	2.3376	0.01
Mix38	p2	2	99.8495	0.194
Mix45	p2	2	99.8629	0.2197
Mix72	p2	2	21.3256	3.0432
Mix41	p2	2	1.4213	0.0019
Mix18	p2	2	99.8696	0.1165
Mix4	p2	2	99.8562	0.2177
Mix23	p2	2	99.8495	1.186
Mix13	p2	2	99.8094	1.9126
Mix50	p2	2	69.7957	2.2611
Mix86	p2	2	2.9362	0.0538
Mix57	p2	2	38.8122	21.8583
Mix61	p2	2	99.8629	0.2085
Mix27	p2	2	22.5429	0.0633
Mix20	p2	2	97.2478	0.2752
Mix46	p2	2	99.7559	31.0984
Mix71	p2	2	60.295	36.0291
Mix30	p2	2	99.8729	0.3335
Mix91	p2	2	99.8629	0.0805
Mix41	p2	3	1.4213	0.0038
Mix29	p2	3	73.9023	0.1432
Mix70	p2	3	38.6884	0.2293
Mix18	p2	3	99.8696	0.231
Mix4	p2	3	99.8562	0.673
Mix68	p2	3	19.687	0.1434
Mix46	p2	3	99.7559	34.1577
Mix48	p2	3	67.6554	0.114
Mix11	p2	3	9.2265	3.1307
Mix61	p2	3	99.8629	0.6247
Mix12	p2	3	99.8562	0.1203
Mix16	p2	3	99.8562	20.8001
Mix99	p2	3	99.8529	3.8719
Mix60	p2	3	76.0058	0.1239
Mix15	p2	3	99.8395	53.8258
Mix40	p2	3	99.8562	0.9592
Mix27	p2	3	22.5429	0.1662
Mix23	p2	3	99.8495	2.4327
