sample	prj	mixNum	round	nCtg	cov	signal
Mix75	CHIKV	5	1	780	100.0000	3.06760554616446
Mix56	CHIKV	5	1	1891	100.0000	1.40747108192652
Mix54	CHIKV	5	1	1909	100.0000	1.39162871191614
Mix78	CHIKV	5	1	1771	99.8935	1.3770345575823
Mix4	CHIKV	5	1	770	100.0000	2.82817312020808
Mix34	CHIKV	5	1	899	100.0000	2.67681234491385
Mix55	CHIKV	5	1	933	100.0000	2.584822989914
Mix18	CHIKV	5	1	1041	100.0000	2.21863308627976
Mix21	CHIKV	5	1	772	100.0000	3.24440431237345
Mix2	CHIKV	5	1	857	100.0000	2.59304739032633
Mix63	CHIKV	5	1	1247	100.0000	1.92694160364561
Mix67	CHIKV	5	1	1473	100.0000	1.76924572608026
Mix16	CHIKV	5	1	743	100.0000	2.90053724550722
Mix24	CHIKV	5	1	1296	100.0000	1.76858356538683
Mix99	CHIKV	5	1	881	100.0000	2.65994413332676
Mix39	CHIKV	5	1	1790	100.0000	1.5116739922492
Mix7	CHIKV	5	1	1305	100.0000	1.78634466902613
Mix95	CHIKV	5	1	2305	100.0000	1.12968587825875
Mix41	CHIKV	5	1	1189	100.0000	1.90008108636499
Mix42	CHIKV	5	1	655	100.0000	3.78416280218642
Mix29	CHIKV	5	1	716	100.0000	3.21212482327897
Mix11	CHIKV	5	1	1636	100.0000	1.58630002652541
Mix40	CHIKV	5	1	1183	100.0000	1.96183567260684
Mix6	CHIKV	5	1	569	100.0000	4.25020534980893
Mix28	CHIKV	5	1	1299	100.0000	1.813459403187
Mix87	CHIKV	5	1	1264	100.0000	1.76030374568138
Mix48	CHIKV	5	1	911	100.0000	2.65889470768021
Mix60	CHIKV	5	1	1918	100.0000	1.2744400179715
Mix66	CHIKV	5	1	553	100.0000	4.46165622772848
Mix50	CHIKV	5	1	1249	100.0000	1.91350170008809
Mix3	CHIKV	5	1	571	100.0000	4.49308930741191
Mix73	CHIKV	5	1	2533	100.0000	1.0608555119114
Mix43	CHIKV	5	1	1061	100.0000	2.22152259526001
Mix23	CHIKV	5	1	1155	100.0000	2.12059338129701
Mix91	CHIKV	5	1	880	100.0000	2.597368780799
Mix51	CHIKV	5	1	1272	100.0000	1.86166085354861
Mix25	CHIKV	5	1	1652	100.0000	1.5881066430517
Mix85	CHIKV	5	1	2427	100.0000	1.06912741218682
Mix65	CHIKV	5	1	939	100.0000	2.42940996524135
Mix86	CHIKV	5	1	1391	100.0000	1.79553523604359
Mix52	CHIKV	5	1	956	100.0000	2.4997404162705
Mix77	CHIKV	5	1	809	100.0000	2.84224143931375
Mix80	CHIKV	5	1	1212	100.0000	1.97534850280267
Mix17	CHIKV	5	1	795	100.0000	2.90059545241892
Mix26	CHIKV	5	1	988	100.0000	2.40893293991089
Mix53	CHIKV	5	1	1433	100.0000	1.65922571325791
Mix37	CHIKV	5	1	1203	100.0000	1.98424307061197
Mix68	CHIKV	5	1	698	100.0000	3.09359280261948
Mix45	CHIKV	5	1	622	100.0000	3.68097587361392
Mix92	CHIKV	5	1	544	100.0000	4.06291496392066
Mix81	CHIKV	5	1	706	100.0000	3.23237729089757
Mix59	CHIKV	5	1	1929	99.1569	1.26636842850219
Mix31	CHIKV	5	1	931	100.0000	2.50564945452083
Mix62	CHIKV	5	1	440	100.0000	5.56824310065887
Mix71	CHIKV	5	1	1007	100.0000	2.39700284199398
Mix20	CHIKV	5	1	801	100.0000	2.89897596901499
Mix100	CHIKV	5	1	1564	100.0000	1.52794541912338
Mix89	CHIKV	5	1	1287	100.0000	1.72887539060102
Mix33	CHIKV	5	1	501	100.0000	4.27481908393639
Mix30	CHIKV	5	1	1684	100.0000	1.56551607427112
Mix13	CHIKV	5	1	528	100.0000	4.88545016906886
Mix9	CHIKV	5	1	910	100.0000	2.61253391365194
Mix10	CHIKV	5	1	638	100.0000	3.24880619133871
Mix98	CHIKV	5	1	1146	100.0000	2.06458754951309
Mix47	CHIKV	5	1	723	100.0000	3.38140779760992
Mix32	CHIKV	5	1	709	100.0000	3.24923463207277
Mix74	CHIKV	5	1	537	100.0000	4.65243310580071
Mix11	CHIKV	5	2	447	100.0000	4.09146979858815
Mix13	CHIKV	5	2	167	100.0000	10.5003948851284
Mix82	CHIKV	5	2	417	100.0000	4.29091486360209
Mix37	CHIKV	5	2	537	100.0000	3.51771452279698
Mix19	CHIKV	5	2	362	100.0000	5.2814658762432
Mix12	CHIKV	5	2	446	100.0000	4.01440180632825
Mix100	CHIKV	5	2	825	100.0000	2.40188363992378
Mix9	CHIKV	5	2	431	100.0000	4.33079338909295
Mix84	CHIKV	5	2	236	100.0000	7.97315327699834
Mix45	CHIKV	5	2	257	100.0000	6.5564057983854
Mix57	CHIKV	5	2	300	100.0000	5.09420975651725
Mix67	CHIKV	5	2	282	100.0000	5.7949785670545
Mix43	CHIKV	5	2	334	100.0000	4.68742629832864
Mix22	CHIKV	5	2	370	100.0000	4.51668079322536
Mix27	CHIKV	5	2	235	100.0000	6.80382384557458
Mix61	CHIKV	5	2	254	100.0000	5.96267912709842
Mix23	CHIKV	5	2	410	100.0000	4.25839460455464
Mix87	CHIKV	5	2	628	100.0000	2.82463233978602
Mix77	CHIKV	5	2	422	100.0000	4.3646844615464
Mix65	CHIKV	5	2	470	100.0000	3.85638211196642
Mix17	CHIKV	5	2	369	100.0000	4.88162814376935
Mix24	CHIKV	5	2	668	100.0000	2.80060717258077
Mix31	CHIKV	5	2	307	100.0000	5.21345584059381
Mix26	CHIKV	5	2	418	100.0000	4.23531262513586
Mix78	CHIKV	5	2	818	99.8935	2.35934125323425
Mix58	CHIKV	5	2	378	100.0000	4.6132052709003
Mix75	CHIKV	5	2	342	100.0000	5.33882015323389
Mix60	CHIKV	5	2	951	100.0000	2.10547844009119
Mix79	CHIKV	5	2	318	100.0000	5.3682750171165
Mix68	CHIKV	5	2	362	100.0000	4.76874758676692
Mix39	CHIKV	5	2	442	100.0000	4.38753204096805
Mix62	CHIKV	5	2	172	100.0000	10.1592244971295
Mix66	CHIKV	5	2	231	100.0000	8.08285058476336
Mix92	CHIKV	5	2	257	100.0000	6.68393957867642
Mix54	CHIKV	5	2	536	100.0000	3.65202501580365
Mix30	CHIKV	5	2	448	100.0000	4.22885305619543
Mix5	CHIKV	5	2	722	100.0000	2.61649814906901
Mix94	CHIKV	5	2	231	100.0000	7.60548584020345
Mix85	CHIKV	5	2	654	100.0000	2.86068280618676
Mix83	CHIKV	5	2	227	100.0000	7.88320681848449
Mix55	CHIKV	5	2	447	100.0000	4.21911454972237
Mix38	CHIKV	5	2	207	100.0000	7.70625274186473
Mix52	CHIKV	5	2	324	100.0000	5.07089254812557
Mix3	CHIKV	5	2	186	100.0000	9.58688800849071
Mix25	CHIKV	5	2	350	100.0000	4.96276667113914
Mix90	CHIKV	5	2	389	100.0000	4.65430812479113
Mix41	CHIKV	5	2	677	100.0000	2.78075493380551
Mix49	CHIKV	5	2	664	100.0000	2.97991393478615
Mix34	CHIKV	5	2	391	100.0000	4.67178296777046
Mix95	CHIKV	5	2	535	100.0000	3.4377948412756
Mix63	CHIKV	5	2	554	100.0000	3.42418494813634
Mix29	CHIKV	5	2	323	100.0000	5.43025374760767
Mix73	CHIKV	5	2	661	100.0000	2.85706752066274
Mix2	CHIKV	5	2	428	100.0000	4.07038827498917
Mix80	CHIKV	5	2	583	100.0000	3.34938086261584
Mix4	CHIKV	5	2	384	100.0000	4.44196712480454
Mix51	CHIKV	5	2	525	100.0000	3.48648093238998
Mix99	CHIKV	5	2	404	100.0000	4.42649555112015
Mix46	CHIKV	5	2	581	99.9831	3.18868396222611
Mix47	CHIKV	5	2	297	100.0000	6.18150275806904
Mix56	CHIKV	5	2	436	100.0000	4.13421712497643
Mix50	CHIKV	5	2	473	100.0000	3.8486737002456
Mix64	CHIKV	5	2	321	100.0000	5.41374844969724
Mix33	CHIKV	5	2	210	100.0000	7.29664260751114
Mix15	CHIKV	5	2	583	100.0000	3.30820280503502
Mix48	CHIKV	5	2	337	100.0000	5.14459862534042
Mix53	CHIKV	5	2	794	100.0000	2.51261586537446
Mix59	CHIKV	5	2	961	99.1569	2.08449162938057
Mix74	CHIKV	5	2	187	100.0000	9.19726855340537
Mix10	CHIKV	5	2	360	100.0000	4.71314249313214
Mix69	CHIKV	5	2	253	100.0000	7.06521092755795
Mix93	CHIKV	5	2	334	100.0000	5.2521595612996
Mix97	CHIKV	5	2	973	100.0000	2.07142494498434
Mix1	CHIKV	5	2	391	100.0000	4.65462338557305
Mix96	CHIKV	5	2	341	100.0000	5.37262878780999
Mix88	CHIKV	5	2	867	100.0000	2.35256747501017
Mix14	CHIKV	5	2	296	100.0000	5.61191856174291
Mix16	CHIKV	5	2	379	100.0000	4.4859834349686
Mix7	CHIKV	5	2	726	100.0000	2.71548936599595
Mix89	CHIKV	5	2	814	100.0000	2.39354114183385
Mix70	CHIKV	5	2	689	100.0000	2.8681248683041
Mix42	CHIKV	5	2	268	100.0000	6.8297256720144
Mix32	CHIKV	5	2	308	100.0000	5.5964947221669
Mix35	CHIKV	5	2	400	100.0000	4.25257318468817
Mix81	CHIKV	5	2	356	100.0000	5.03440474266613
Mix86	CHIKV	5	2	587	100.0000	3.25957295316938
Mix6	CHIKV	5	2	215	100.0000	8.11645797528439
Mix98	CHIKV	5	2	505	100.0000	3.58910518940829
Mix72	CHIKV	5	2	399	100.0000	5.06017936646571
Mix20	CHIKV	5	2	396	100.0000	4.60794030198799
Mix28	CHIKV	5	2	733	100.0000	2.72023828356286
Mix21	CHIKV	5	2	313	100.0000	6.07886061737066
Mix71	CHIKV	5	2	307	100.0000	5.33200994330883
Mix91	CHIKV	5	2	497	100.0000	3.80486781501413
Mix44	CHIKV	5	2	548	100.0000	3.42697196612273
Mix8	CHIKV	5	2	281	100.0000	6.36633019086084
Mix76	CHIKV	5	2	242	100.0000	7.75129940178484
Mix36	CHIKV	5	2	234	100.0000	6.9176289093544
Mix18	CHIKV	5	2	581	100.0000	3.26972181527831
Mix40	CHIKV	5	2	572	100.0000	3.25697529571285
Mix35	CHIKV	5	3	83	100.0000	23.7094754417699
Mix97	CHIKV	5	3	89	100.0000	21.4799215743229
Mix40	CHIKV	5	3	41	100.0000	38.5604280866614
Mix2	CHIKV	5	3	53	100.0000	32.831590533847
Mix31	CHIKV	5	3	35	100.0000	43.4234168163984
Mix21	CHIKV	5	3	94	100.0000	21.9277643186063
Mix5	CHIKV	5	3	24	100.0000	52.1978748732419
Mix75	CHIKV	5	3	69	100.0000	26.3489589132613
Mix47	CHIKV	5	3	73	100.0000	25.1288006756757
Mix96	CHIKV	5	3	121	100.0000	16.646736913186
Mix82	CHIKV	5	3	94	100.0000	21.2625594450603
Mix58	CHIKV	5	3	60	100.0000	28.7209555883992
Mix1	CHIKV	5	3	68	100.0000	27.821029285294
Mix55	CHIKV	5	3	75	100.0000	24.8143977310644
Mix64	CHIKV	5	3	67	100.0000	26.5644926725585
Mix38	CHIKV	5	3	33	100.0000	43.0248892410763
Mix92	CHIKV	5	3	52	100.0000	31.2633663366337
Mix26	CHIKV	5	3	89	100.0000	19.6885335815314
Mix63	CHIKV	5	3	93	100.0000	19.6422952720046
Mix68	CHIKV	5	3	18	100.0000	61.9313482216708
Mix59	CHIKV	5	3	85	99.1569	21.1221004059879
Mix23	CHIKV	5	3	65	100.0000	27.9494645876386
Mix54	CHIKV	5	3	58	100.0000	31.4118299152744
Mix77	CHIKV	5	3	73	100.0000	24.9069302765801
Mix32	CHIKV	5	3	78	100.0000	24.0577287644984
Mix50	CHIKV	5	3	80	100.0000	23.1104651162791
Mix76	CHIKV	5	3	92	100.0000	21.339861046114
Mix25	CHIKV	5	3	93	100.0000	20.7147607546641
Mix12	CHIKV	5	3	47	100.0000	32.6765460716947
Mix17	CHIKV	5	3	68	100.0000	26.3050335421387
Mix14	CHIKV	5	3	68	100.0000	25.1843674100243
Mix61	CHIKV	5	3	41	100.0000	37.1176028084253
Mix43	CHIKV	5	3	24	100.0000	50.6390929551149
Mix79	CHIKV	5	3	36	100.0000	43.346062920531
Mix30	CHIKV	5	3	79	100.0000	24.3596864778128
Mix95	CHIKV	5	3	212	100.0000	10.452543405153
Mix69	CHIKV	5	3	85	100.0000	20.6349757715755
Mix81	CHIKV	5	3	63	100.0000	28.7938121761973
Mix6	CHIKV	5	3	71	100.0000	26.8633470272222
Mix65	CHIKV	5	3	58	100.0000	30.1262793421254
Mix52	CHIKV	5	3	56	100.0000	32.3045754729392
Mix93	CHIKV	5	3	62	100.0000	28.8064241391897
Mix34	CHIKV	5	3	84	100.0000	22.1134261422031
Mix56	CHIKV	5	3	99	100.0000	19.3973356928673
Mix78	CHIKV	5	3	40	99.8935	37.361672779711
Mix60	CHIKV	5	3	83	100.0000	23.0340437843572
Mix100	CHIKV	5	3	36	100.0000	41.7863175675676
Mix36	CHIKV	5	3	38	100.0000	38.8385826771654
Mix88	CHIKV	5	3	109	100.0000	17.5831676410363
Mix44	CHIKV	5	3	80	100.0000	21.8312836633026
Mix4	CHIKV	5	3	36	100.0000	40.6615985206493
Mix29	CHIKV	5	3	52	100.0000	32.2133796887307
Mix62	CHIKV	5	3	65	100.0000	26.4879093423753
Mix22	CHIKV	5	3	43	100.0000	36.8685137283012
Mix74	CHIKV	5	3	72	100.0000	24.3370472392386
Mix71	CHIKV	5	3	47	100.0000	35.3446742931658
Mix9	CHIKV	5	3	61	100.0000	29.8639233342556
Mix3	CHIKV	5	3	83	100.0000	21.3395610539034
Mix16	CHIKV	5	3	40	100.0000	37.3001608173304
Mix19	CHIKV	5	3	105	100.0000	19.7534566050308
Mix11	CHIKV	5	3	54	100.0000	32.2265465530849
Mix99	CHIKV	5	3	56	100.0000	30.8446200639509
Mix15	CHIKV	5	3	86	100.0000	23.8971180164225
Mix84	CHIKV	5	3	73	100.0000	25.166436243752
Mix24	CHIKV	5	3	86	100.0000	21.6623994147769
Mix49	CHIKV	5	3	110	100.0000	18.6503761169653
Mix67	CHIKV	5	3	47	100.0000	35.5577599422852
Mix53	CHIKV	5	3	79	100.0000	23.9716369203497
Mix70	CHIKV	5	3	98	100.0000	19.4930041152263
Mix73	CHIKV	5	3	116	100.0000	18.1689303516715
Mix51	CHIKV	5	3	35	100.0000	40.4564810083461
Mix86	CHIKV	5	3	75	100.0000	25.7535684298908
Mix27	CHIKV	5	3	49	100.0000	33.312693498452
Mix41	CHIKV	5	3	73	100.0000	24.616438640563
Mix87	CHIKV	5	3	38	100.0000	35.396986727251
Mix72	CHIKV	5	3	119	100.0000	17.5345094854949
Mix91	CHIKV	5	3	33	100.0000	45.263754963131
Mix46	CHIKV	5	3	33	99.9831	42.9689198000435
Mix89	CHIKV	5	3	43	100.0000	39.7907696447793
Mix18	CHIKV	5	3	29	100.0000	50.6449827578867
Mix33	CHIKV	5	3	40	100.0000	35.687799583974
Mix45	CHIKV	5	3	50	100.0000	31.0787401574803
Mix37	CHIKV	5	3	98	100.0000	19.6110826573265
Mix85	CHIKV	5	3	102	100.0000	19.3597041794385
Mix98	CHIKV	5	3	24	100.0000	54.3409970407466
Mix48	CHIKV	5	3	54	100.0000	32.8240063987644
Mix66	CHIKV	5	3	63	100.0000	28.5603939364681
Mix20	CHIKV	5	3	80	100.0000	22.8360106321507
Mix8	CHIKV	5	3	108	100.0000	16.7085391672548
Mix13	CHIKV	5	3	76	100.0000	22.9459559037406
Mix94	CHIKV	5	3	79	100.0000	23.6142325821914
Mix90	CHIKV	5	3	67	100.0000	27.6530636081198
Mix7	CHIKV	5	3	58	100.0000	29.3428160777122
Mix28	CHIKV	5	3	69	100.0000	26.90193098516
Mix57	CHIKV	5	3	10	100.0000	74.2771122122562
Mix39	CHIKV	5	3	123	100.0000	16.9442619204068
Mix80	CHIKV	5	3	100	100.0000	18.7181630367929
Mix83	CHIKV	5	3	76	100.0000	24.1297081363118
Mix42	CHIKV	5	3	97	100.0000	18.9537371092877
Mix10	CHIKV	5	3	19	100.0000	55.5331425622742
Mix5	DENG	5	1	1858	99.9719	0.840054447683389
Mix28	DENG	5	1	1946	99.4481	0.696752133193506
Mix62	DENG	5	1	1513	99.9719	0.999027174988641
Mix12	DENG	5	1	1631	99.7194	1.03683848930261
Mix68	DENG	5	1	1777	99.9719	0.939870889587797
Mix65	DENG	5	1	1692	99.9719	0.832933539632025
Mix96	DENG	5	1	1023	99.4574	2.08838044843822
Mix74	DENG	5	1	1106	99.9719	1.97360453072211
Mix90	DENG	5	1	735	99.9719	3.01611801320817
Mix36	DENG	5	1	1718	99.5229	0.902129759943438
Mix14	DENG	5	1	1383	99.8223	1.21808311344595
Mix32	DENG	5	1	1743	98.7652	0.91407927241401
Mix44	DENG	5	1	2074	99.6445	0.75570584100589
Mix23	DENG	5	1	1528	99.4200	1.11016703278485
Mix43	DENG	5	1	791	99.9252	2.70305750406214
Mix46	DENG	5	1	1444	99.9719	1.27577626927992
Mix71	DENG	5	1	1801	99.9719	0.780122969891572
Mix67	DENG	5	1	2077	97.6239	0.683724845955534
Mix38	DENG	5	1	1676	99.9719	1.02758911783892
Mix76	DENG	5	1	2200	99.6445	0.600179221745872
Mix92	DENG	5	1	1339	99.9719	1.28477092484102
Mix69	DENG	5	1	1654	99.9719	1.00152984494114
Mix50	DENG	5	1	1889	99.4668	0.88877832929443
Mix56	DENG	5	1	818	99.9719	2.55886730527039
Mix97	DENG	5	1	1504	99.9719	1.15575449690338
Mix47	DENG	5	1	2234	99.8597	0.653596767071719
Mix59	DENG	5	1	1943	98.5688	0.744228210489378
Mix2	DENG	5	1	1555	99.9719	1.18530016139132
Mix7	DENG	5	1	1862	99.9719	0.857356786251672
Mix24	DENG	5	1	1642	99.6726	1.02818659356479
Mix52	DENG	5	1	1938	99.9719	0.735013887327574
Mix72	DENG	5	1	1984	99.9719	0.727513049289531
Mix40	DENG	5	1	1965	99.8597	0.81180951086854
Mix25	DENG	5	1	1592	99.9719	1.0765643373215
Mix16	DENG	5	1	1003	99.9719	2.03121208758344
Mix1	DENG	5	1	1504	98.7746	1.00286828777486
Mix17	DENG	5	1	2037	99.4668	0.689262355297948
Mix9	DENG	5	1	820	99.9719	2.51451447697489
Mix89	DENG	5	1	1915	99.4574	0.733962547713006
Mix48	DENG	5	1	702	99.9719	3.09440655394846
Mix26	DENG	5	1	1694	99.9719	0.983353762570398
Mix81	DENG	5	1	1309	99.7194	1.2778294922952
Mix61	DENG	5	1	1915	99.6258	0.845872705429625
Mix91	DENG	5	1	1219	99.9719	1.66571422850198
Mix42	DENG	5	1	1280	99.9719	1.43182961641273
Mix41	DENG	5	1	2205	98.5688	0.685402371358317
Mix83	DENG	5	1	2034	99.6726	0.70293722636199
Mix19	DENG	5	1	1321	99.9719	1.41661528774383
Mix75	DENG	5	1	2177	99.4574	0.665442806386553
Mix13	DENG	5	1	1284	99.9719	1.58680150337905
Mix6	DENG	5	1	1864	99.9719	0.815730736024011
Mix49	DENG	5	1	1261	99.9719	1.44084427663887
Mix53	DENG	5	1	1885	99.9719	0.785514889469022
Mix66	DENG	5	1	1836	99.9719	0.914999458454044
Mix37	DENG	5	1	2170	99.5884	0.698581078018042
Mix58	DENG	5	1	1729	99.9719	0.936826829718152
Mix30	DENG	5	1	1380	99.9719	1.37405300976052
Mix57	DENG	5	1	1750	99.9719	0.816662783597306
Mix55	DENG	5	1	1292	99.7194	1.40933853873846
Mix31	DENG	5	1	1802	99.9719	0.801475770810836
Mix27	DENG	5	1	1008	99.9719	2.13810163937034
Mix85	DENG	5	1	1409	99.9719	1.30092649052922
Mix82	DENG	5	1	1655	99.9719	0.791780132268473
Mix77	DENG	5	1	2036	99.5136	0.792108402246318
Mix51	DENG	5	1	1934	99.9719	0.746066790675034
Mix60	DENG	5	1	1852	99.4200	0.885648679489073
Mix87	DENG	5	1	1582	99.3545	1.11983249389301
Mix99	DENG	5	1	1331	99.9719	1.36859014340157
Mix4	DENG	5	1	1769	99.9719	0.92148364965585
Mix73	DENG	5	1	2095	99.6352	0.691838792914879
Mix11	DENG	5	1	1483	99.9719	1.00133882709845
Mix20	DENG	5	1	1819	99.9719	0.916568280877049
Mix21	DENG	5	1	1791	99.5978	0.823430021433624
Mix93	DENG	5	1	1962	99.4481	0.723068982474298
Mix95	DENG	5	1	1845	99.4574	0.789258020883418
Mix84	DENG	5	1	1923	99.9719	0.90340795535328
Mix10	DENG	5	1	1840	99.6258	0.923345392636731
Mix70	DENG	5	1	2078	99.4574	0.753361294854941
Mix79	DENG	5	1	1134	99.5790	1.48143947619199
Mix29	DENG	5	1	1905	99.9252	0.92450859010087
Mix94	DENG	5	1	1985	99.9719	0.756832662642522
Mix78	DENG	5	1	1271	99.9719	1.40040758804237
Mix80	DENG	5	1	1807	99.9719	0.902738044177116
Mix18	DENG	5	1	2086	99.9719	0.722264158026625
Mix98	DENG	5	1	1451	99.9719	1.2344357259951
Mix88	DENG	5	1	2117	97.9607	0.683073949671517
Mix3	DENG	5	1	1910	99.9719	0.849606376479451
Mix63	DENG	5	1	953	99.9719	2.13442171901148
Mix39	DENG	5	1	2121	99.7194	0.710222094369725
Mix33	DENG	5	1	1153	99.9252	1.59015796242083
Mix54	DENG	5	1	1716	99.4668	0.817871942917905
Mix45	DENG	5	1	1793	99.7194	1.00592643928147
Mix22	DENG	5	1	1905	99.4668	0.719620134283312
Mix64	DENG	5	1	1756	99.6352	0.973278650020777
Mix86	DENG	5	1	1929	99.4013	0.741159649456775
Mix35	DENG	5	1	1286	99.9719	1.45351913917799
Mix100	DENG	5	1	1871	99.9719	0.844833943996799
Mix8	DENG	5	1	1758	99.6445	0.841557935306609
Mix34	DENG	5	1	1617	99.5136	1.14490953587331
Mix15	DENG	5	1	2076	99.7194	0.73943028650435
Mix85	DENG	5	2	429	99.9719	5.16609766389198
Mix89	DENG	5	2	1809	99.4574	0.751822610822958
Mix66	DENG	5	2	1660	99.9719	0.965619656196562
Mix62	DENG	5	2	965	99.9719	1.32143160006047
Mix38	DENG	5	2	584	99.9719	3.66351227953775
Mix58	DENG	5	2	1645	99.9719	0.960343897294573
Mix47	DENG	5	2	2114	99.8597	0.669506428250143
Mix70	DENG	5	2	1208	99.4574	1.05626145274715
Mix52	DENG	5	2	1764	99.9719	0.76696397279184
Mix40	DENG	5	2	589	99.8597	3.61585948112383
Mix88	DENG	5	2	1972	97.9607	0.705784777917351
Mix81	DENG	5	2	1245	99.7194	1.31226276430051
Mix23	DENG	5	2	1013	99.4200	1.46828469429008
Mix60	DENG	5	2	1783	99.4200	0.902081999203304
Mix55	DENG	5	2	1069	99.7194	1.58531965109405
Mix45	DENG	5	2	1421	99.7194	1.16135481275972
Mix73	DENG	5	2	1892	99.6352	0.726241203926661
Mix25	DENG	5	2	1477	99.9719	1.12081642409158
Mix61	DENG	5	2	1797	99.6258	0.873144547386538
Mix57	DENG	5	2	1051	99.9719	1.11084759349151
Mix49	DENG	5	2	916	99.9719	1.77836805843779
Mix63	DENG	5	2	892	99.9719	2.22399189169623
Mix90	DENG	5	2	475	99.9719	4.51423954756615
Mix69	DENG	5	2	1239	99.9719	1.18392359833955
Mix4	DENG	5	2	1532	99.9719	0.995968411955334
Mix78	DENG	5	2	865	99.9719	1.78162294689711
Mix5	DENG	5	2	1823	99.9719	0.84729562133169
Mix44	DENG	5	2	1971	99.6445	0.774630207675776
Mix6	DENG	5	2	1820	99.9719	0.824366659152908
Mix13	DENG	5	2	604	99.9719	3.61051653810428
Mix3	DENG	5	2	1830	99.9719	0.867714022924591
Mix17	DENG	5	2	1946	99.4668	0.702514777285202
Mix18	DENG	5	2	1859	99.9719	0.762027896699742
Mix14	DENG	5	2	966	99.8223	1.59238703222887
Mix50	DENG	5	2	1811	99.4668	0.907472306956082
Mix34	DENG	5	2	1262	99.5136	1.33467310606153
Mix26	DENG	5	2	1628	99.9719	1.00280103664534
Mix91	DENG	5	2	1030	99.9719	1.8574883541973
Mix15	DENG	5	2	1559	99.7194	0.867184191500291
Mix68	DENG	5	2	1591	99.9719	0.996881974712427
Mix75	DENG	5	2	2080	99.4574	0.678564629189931
Mix43	DENG	5	2	500	99.9252	4.67975436971475
Mix100	DENG	5	2	1814	99.9719	0.857146723491376
Mix82	DENG	5	2	1582	99.9719	0.807435087518556
Mix94	DENG	5	2	469	99.9719	4.44929089811358
Mix27	DENG	5	2	751	99.9719	2.64285995201951
Mix92	DENG	5	2	1211	99.9719	1.35806189399368
Mix22	DENG	5	2	1781	99.4668	0.740089386790003
Mix16	DENG	5	2	828	99.9719	2.33821517035908
Mix2	DENG	5	2	1073	99.9719	1.51630963629441
Mix37	DENG	5	2	1798	99.5884	0.769768170403709
Mix31	DENG	5	2	1481	99.9719	0.880060613015034
Mix36	DENG	5	2	1659	99.5229	0.915846256330301
Mix32	DENG	5	2	1664	98.7652	0.934939104450582
Mix11	DENG	5	2	1424	99.9719	1.02232260336344
Mix83	DENG	5	2	1942	99.6726	0.717168635430765
Mix1	DENG	5	2	1430	98.7746	1.02913556465206
Mix59	DENG	5	2	1792	98.5688	0.77210566918714
Mix71	DENG	5	2	1496	99.9719	0.853485177168376
Mix84	DENG	5	2	1309	99.9719	1.19096719253914
Mix28	DENG	5	2	1900	99.4481	0.703407619132687
Mix20	DENG	5	2	1734	99.9719	0.938793367458547
Mix87	DENG	5	2	1430	99.3545	1.18247256663645
Mix7	DENG	5	2	544	99.9719	4.10211019079848
Mix56	DENG	5	2	368	99.9719	6.30713785987666
Mix9	DENG	5	2	508	99.9719	4.15425900612219
Mix29	DENG	5	2	1289	99.9252	1.20030349182227
Mix72	DENG	5	2	1710	99.9719	0.78162094243263
Mix19	DENG	5	2	1022	99.9719	1.66331149778128
Mix86	DENG	5	2	1791	99.4013	0.765981462214669
Mix93	DENG	5	2	1856	99.4481	0.740530573680538
Mix51	DENG	5	2	1693	99.9719	0.795221407902851
Mix95	DENG	5	2	1150	99.4574	1.06324518420061
Mix77	DENG	5	2	1942	99.5136	0.811019744114808
Mix74	DENG	5	2	503	99.9719	4.34775683144976
Mix98	DENG	5	2	946	99.9719	1.66215849641542
Mix46	DENG	5	2	576	99.9719	3.83229435100138
Mix42	DENG	5	2	421	99.9719	5.37070316215229
Mix24	DENG	5	2	1547	99.6726	1.06123384488322
Mix64	DENG	5	2	1512	99.6352	1.05591529156258
Mix79	DENG	5	2	749	99.5790	1.9734320878473
Mix12	DENG	5	2	1254	99.7194	1.20610221308219
Mix97	DENG	5	2	1365	99.9719	1.21772368697151
Mix30	DENG	5	2	606	99.9719	3.64832677732264
Mix99	DENG	5	2	1003	99.9719	1.64855130793963
Mix80	DENG	5	2	1752	99.9719	0.916790539933404
Mix48	DENG	5	2	623	99.9719	3.4132150561275
Mix67	DENG	5	2	1957	97.6239	0.701559551555821
Mix33	DENG	5	2	669	99.9252	2.30803043397937
Mix96	DENG	5	2	643	99.4574	2.9615404894645
Mix54	DENG	5	2	1402	99.4668	0.900580128820248
Mix76	DENG	5	2	2180	99.6445	0.602382786161446
Mix8	DENG	5	2	1714	99.6445	0.85084743069185
Mix10	DENG	5	2	1767	99.6258	0.942261201024699
Mix65	DENG	5	2	1290	99.9719	0.968680033296975
Mix35	DENG	5	2	513	99.9719	4.32479571073286
Mix53	DENG	5	2	1716	99.9719	0.819818811361717
Mix21	DENG	5	2	1748	99.5978	0.833228342439844
Mix39	DENG	5	2	1728	99.7194	0.793677835685355
Mix41	DENG	5	2	1312	98.5688	0.948145826395283
Mix6	DENG	5	3	800	99.9719	2.91822615709893
Mix73	DENG	5	3	704	99.6352	3.01824118905529
Mix53	DENG	5	3	686	99.9719	3.19062550010965
Mix66	DENG	5	3	542	99.9719	4.20166750864496
Mix15	DENG	5	3	468	99.7194	4.4096996196629
Mix14	DENG	5	3	215	99.8223	9.90168669345133
