sample	project	Mixnumber	frag	cov	signal
SAMN34441580	LASV	1	0	0	0
SAMN34509118	LASV	1	5	78.7102	0.428005175494445
SAMN34509117	LASV	1	0	0	0
SAMN34472952	LASV	1	3	64.0165	0.292721634464191
SAMN34565856	LASV	1	0	0	0
SAMN34441586	LASV	1	0	0	0
SAMN34509058	LASV	1	0	0	0
SAMN34509057	LASV	1	0	0	0
SAMN34552184	LASV	1	1	10.7185	0.0499279199946231
SAMN34472889	LASV	1	0	0	0
SAMN09943710	LASV	1	2	99.9586	0.514960366861997
SAMN34508922	LASV	1	0	0	0
SAMN32238285	LASV	1	1	97.4382	7.28167452176324
SAMN34492696	LASV	1	0	0	0
SAMN34566300	LASV	1	3	89.1048	0.117497313482665
SAMN34507793	LASV	1	0	0	0
SAMN34509313	LASV	1	0	0	0
SAMN34472887	LASV	1	3	28.6514	0.313254563600657
SAMN34574682	LASV	1	1	9.1578	0.742496669540005
SAMN32238300	LASV	1	0	0	0
SAMN34472888	LASV	1	3	33.5984	0.736390486908931
SAMN34509059	LASV	1	1	94.5819	0.482468405140802
SAMN34473363	LASV	1	3	45.1119	0.214235038461753
SAMN34496910	LASV	1	3	91.9022	0.450199604803043
SAMN34565534	LASV	1	0	0	0
SAMN32238301	LASV	1	0	0	0
SAMN34509055	LASV	1	1	5.1208	0.0991267177934876
SAMN34441582	LASV	1	0	0	0
SAMN34496911	LASV	1	0	0	0
SAMN34566301	LASV	1	3	37.5442	0.0422987792338501
SAMN34441574	LASV	1	0	0	0
SAMN09943731	LASV	1	1	98.8516	0.764988290919783
SAMN32238288	LASV	1	3	83.8634	2.2993883477279
SAMN32238287	LASV	1	0	0	0
SAMN34507803	LASV	1	0	0	0
SAMN34472943	LASV	1	0	0	0
SAMN34508926	LASV	1	0	0	0
SAMN32238289	LASV	1	1	9.8057	0.0934584653841003
SAMN34492692	LASV	1	0	0	0
SAMN34565863	LASV	1	0	0	0
SAMN34507812	LASV	1	0	0	0
SAMN34472885	LASV	1	0	0	0
SAMN34507796	LASV	1	0	0	0
SAMN34566299	LASV	1	0	0	0
SAMN32238271	LASV	1	1	99.7055	2.05562752822357
SAMN34472895	LASV	1	1	8.6867	0.0270224853421977
SAMN34565862	LASV	1	0	0	0
SAMN34492693	LASV	1	1	9.6290	0.0108274536978707
SAMN32238311	LASV	1	1	97.4971	4.46652091191295
SAMN34509049	LASV	1	2	19.3168	0.099207891847848
SAMN34473366	LASV	1	0	0	0
SAMN32238299	LASV	1	0	0	0
SAMN34509316	LASV	1	0	0	0
SAMN34441583	LASV	1	0	0	0
SAMN32238298	LASV	1	0	0	0
SAMN32238297	LASV	1	0	0	0
SAMN34509048	LASV	1	0	0	0
SAMN34565784	LASV	1	0	0	0
SAMN34509047	LASV	1	0	0	0
SAMN34508919	LASV	1	0	0	0
SAMN34509121	LASV	1	0	0	0
SAMN34507802	LASV	1	0	0	0
SAMN34472897	LASV	1	1	28.3494	0.204069526702925
SAMN34472898	LASV	1	0	0	0
SAMN34565866	LASV	1	0	0	0
SAMN34509120	LASV	1	0	0	0
SAMN34507792	LASV	1	0	0	0
SAMN34509312	LASV	1	4	68.0801	0.304803866767501
SAMN34550954	LASV	1	0	0	0
SAMN09943768	LASV	1	1	98.5571	0.388799765909373
SAMN32238295	LASV	1	0	0	0
SAMN34441091	LASV	1	0	0	0
SAMN32238270	LASV	1	0	0	0
SAMN34472946	LASV	1	5	50.0294	1.32876988121603
SAMN34507806	LASV	1	0	0	0
SAMN34508923	LASV	1	0	0	0
SAMN32238310	LASV	1	1	97.4971	5.37277529954478
SAMN34509045	LASV	1	0	0	0
SAMN34473321	LASV	1	0	0	0
SAMN34472899	LASV	1	1	10.7185	1.03966915417138
SAMN34509311	LASV	1	0	0	0
SAMN34574679	LASV	1	0	0	0
SAMN34441575	LASV	1	0	0	0
SAMN34552188	LASV	1	3	66.2544	1.23140691933412
SAMN32238316	LASV	1	0	0	0
SAMN34552187	LASV	1	3	75.5889	0.228958021928516
SAMN34496906	LASV	1	1	12.3086	0.100587885657082
SAMN34507800	LASV	1	0	0	0
SAMN34565537	LASV	1	0	0	0
SAMN34565538	LASV	1	0	0	0
SAMN34552189	LASV	1	4	83.9812	0.462907947337231
SAMN34565860	LASV	1	0	0	0
SAMN34472884	LASV	1	0	0	0
SAMN34473322	LASV	1	1	9.6290	0.187577189870832
SAMN34441092	LASV	1	0	0	0
SAMN32238284	LASV	1	0	0	0
SAMN34550949	LASV	1	0	0	0
SAMN34552913	LASV	1	0	0	0
SAMN34441578	LASV	1	1	10.4829	0.03251007949445
SAMN34441577	LASV	1	0	0	0
SAMN32238272	LASV	1	1	99.5289	48.2936543858061
SAMN32238312	LASV	1	1	97.4382	3.75175508630895
SAMN34565861	LASV	1	0	0	0
SAMN34552185	LASV	1	0	0	0
SAMN34566303	LASV	1	1	10.7774	0.0702622490973064
SAMN34473326	LASV	1	0	0	0
SAMN34565535	LASV	1	2	25.5595	0.111748396250873
SAMN34509122	LASV	1	0	0	0
SAMN34507801	LASV	1	4	42.4912	0.20031716885068
SAMN34441579	LASV	1	0	0	0
SAMN32238303	LASV	1	0	0	0
SAMN34509310	LASV	1	1	10.8363	0.0539702505448216
SAMN34550947	LASV	1	0	0	0
SAMN34550948	LASV	1	4	69.2285	0.177952998211642
SAMN34496913	LASV	1	0	0	0
SAMN34509060	LASV	1	0	0	0
SAMN34565536	LASV	1	0	0	0
SAMN32238279	LASV	1	0	0	0
SAMN34496909	LASV	1	1	100.0000	0.767768032609449
SAMN34472890	LASV	1	1	4.0580	0.0324228264906805
SAMN34473325	LASV	1	0	0	0
SAMN32238319	LASV	1	0	0	0
SAMN32238291	LASV	1	2	23.7044	1.09515620219242
SAMN34441095	LASV	1	0	0	0
SAMN34572407	LASV	1	5	77.3263	0.225646599026347
SAMN34492694	LASV	1	0	0	0
SAMN34565783	LASV	1	0	0	0
SAMN32238317	LASV	1	0	0	0
SAMN32238318	LASV	1	0	0	0
SAMN34552186	LASV	1	0	0	0
SAMN34441584	LASV	1	0	0	0
SAMN34496907	LASV	1	0	0	0
SAMN32238277	LASV	1	1	98.3216	9.43029360295547
SAMN34496908	LASV	1	0	0	0
SAMN34473328	LASV	1	0	0	0
SAMN34473327	LASV	1	3	49.3816	0.570370125359706
SAMN34565532	LASV	1	0	0	0
SAMN34550953	LASV	1	2	22.9682	0.0582461214265679
SAMN34508924	LASV	1	0	0	0
SAMN32238290	LASV	1	0	0	0
SAMN34552193	LASV	1	0	0	0
SAMN09943774	LASV	1	2	99.4617	0.632709270713378
SAMN34496922	LASV	1	1	13.4276	0.0257983403443234
SAMN34441576	LASV	1	0	0	0
SAMN34496905	LASV	1	0	0	0
SAMN32238275	LASV	1	4	64.4582	3.19501452279329
SAMN34509061	LASV	1	0	0	0
SAMN34473329	LASV	1	0	0	0
SAMN32238315	LASV	1	1	1.0190	6.34473167385523
SAMN34472891	LASV	1	0	0	0
SAMN34473369	LASV	1	0	0	0
SAMN34552921	LASV	1	2	19.3463	0.0486480800808756
SAMN32238296	LASV	1	1	99.7055	0.44548097675829
SAMN34509046	LASV	1	2	22.6443	0.101255332945293
SAMN34565531	LASV	1	1	9.0400	0.0633032763053981
SAMN34507799	LASV	1	0	0	0
SAMN34507805	LASV	1	0	0	0
SAMN34472945	LASV	1	0	0	0
SAMN34509062	LASV	1	5	77.6207	0.452980852771274
SAMN34507797	LASV	1	1	5.3416	0.0120395107377753
SAMN34507798	LASV	1	4	64.5171	0.0805828038107517
SAMN34472892	LASV	1	0	0	0
SAMN34565865	LASV	1	0	0	0
SAMN34472900	LASV	1	0	0	0
SAMN09943762	LASV	1	1	97.2615	1.15984548553493
SAMN34473368	LASV	1	0	0	0
SAMN34473367	LASV	1	0	0	0
SAMN34496921	LASV	1	0	0	0
SAMN34574913	LASV	1	0	0	0
SAMN34472883	LASV	1	0	0	0
SAMN34509317	LASV	1	0	0	0
SAMN32238292	LASV	1	0	0	0
SAMN34496920	LASV	1	3	77.5324	0.763341929360522
SAMN34507807	LASV	1	0	0	0
SAMN34472947	LASV	1	4	43.6690	1.71716446486693
SAMN32238283	LASV	1	0	0	0
SAMN34507808	LASV	1	0	0	0
SAMN34472948	LASV	1	0	0	0
SAMN34509042	LASV	1	0	0	0
SAMN34565869	LASV	1	0	0	0
SAMN34552914	LASV	1	0	0	0
SAMN32238304	LASV	1	0	0	0
SAMN34565868	LASV	1	1	9.5701	0.0164631143922043
SAMN34565867	LASV	1	0	0	0
SAMN34472896	LASV	1	0	0	0
SAMN34565530	LASV	1	0	0	0
SAMN34496914	LASV	1	0	0	0
SAMN34507809	LASV	1	0	0	0
SAMN34472949	LASV	1	0	0	0
SAMN34507795	LASV	1	0	0	0
SAMN34565779	LASV	1	1	100.0000	20.509775088136
SAMN34566304	LASV	1	0	0	0
SAMN34509315	LASV	1	0	0	0
SAMN34552920	LASV	1	0	0	0
SAMN34473365	LASV	1	0	0	0
SAMN34492697	LASV	1	0	0	0
SAMN34492698	LASV	1	0	0	0
SAMN32238320	LASV	1	1	97.5265	6.38275731198198
SAMN34550950	LASV	1	0	0	0
SAMN34441589	LASV	1	0	0	0
SAMN34565781	LASV	1	0	0	0
SAMN34472886	LASV	1	1	9.1578	0.187509797537653
SAMN34509124	LASV	1	3	30.9187	0.151406475828893
SAMN34565859	LASV	1	0	0	0
SAMN34565858	LASV	1	0	0	0
SAMN32238274	LASV	1	1	49.6466	1.27636788187891
SAMN34496904	LASV	1	1	11.4547	0.022720728371648
SAMN34565857	LASV	1	0	0	0
SAMN32238293	LASV	1	1	97.6148	1.59545625396669
SAMN32238314	LASV	1	1	97.4382	4.39822094433712
SAMN34441587	LASV	1	0	0	0
SAMN34509056	LASV	1	0	0	0
SAMN34552190	LASV	1	1	8.9812	0.0616916871968511
SAMN34441588	LASV	1	0	0	0
SAMN32238282	LASV	1	1	99.8233	7.01428209245331
SAMN34508925	LASV	1	4	70.5830	0.235849841712633
SAMN34492701	LASV	1	2	99.9586	0.30784653855685
SAMN34492699	LASV	1	3	38.2803	0.185835384334396
SAMN34509043	LASV	1	0	0	0
SAMN34509063	LASV	1	0	0	0
SAMN34441094	LASV	1	4	92.4028	0.433715506432369
SAMN34492700	LASV	1	0	0	0
SAMN34473330	LASV	1	0	0	0
SAMN34509309	LASV	1	0	0	0
SAMN34492695	LASV	1	1	7.1222	0.0382268094393549
SAMN34472893	LASV	1	0	0	0
SAMN34472882	LASV	1	0	0	0
SAMN34574912	LASV	1	3	69.9058	0.135540275323551
SAMN34552191	LASV	1	0	0	0
SAMN34473324	LASV	1	9	93.7279	7.81341655130341
SAMN34565780	LASV	1	2	73.4099	0.841819595030761
SAMN34441585	LASV	1	0	0	0
SAMN34565855	LASV	1	6	90.1355	0.145672642346802
SAMN34473372	LASV	1	0	0	0
SAMN34509308	LASV	1	0	0	0
SAMN34508928	LASV	1	5	68.4923	0.116691159434525
SAMN34508927	LASV	1	0	0	0
SAMN34550951	LASV	1	0	0	0
SAMN32238321	LASV	1	0	0	0
SAMN32238286	LASV	1	1	98.6455	6.89708707717984
SAMN34472881	LASV	1	2	52.7680	0.288789603038254
SAMN34552915	LASV	1	1	10.8657	0.0331481885727684
SAMN34565786	LASV	1	0	0	0
SAMN34496923	LASV	1	4	49.6466	0.076018670044097
SAMN34552192	LASV	1	0	0	0
SAMN32238280	LASV	1	0	0	0
SAMN34509314	LASV	1	0	0	0
SAMN34566305	LASV	1	3	36.1307	0.120134926784219
SAMN34473371	LASV	1	0	0	0
SAMN32238322	LASV	1	0	0	0
SAMN34550952	LASV	1	0	0	0
SAMN34473364	LASV	1	3	59.6290	0.97941840800408
SAMN34565533	LASV	1	0	0	0
SAMN34509051	LASV	1	1	6.6380	0.00896326065450006
SAMN32238305	LASV	1	2	95.3485	11.7420596727623
SAMN34496915	LASV	1	2	98.3216	0.332218764564832
SAMN34507794	LASV	1	0	0	0
SAMN34565782	LASV	1	0	0	0
SAMN34509050	LASV	1	2	98.8221	0.811295217863253
SAMN32238309	LASV	1	0	0	0
SAMN34552917	LASV	1	0	0	0
SAMN34552918	LASV	1	0	0	0
SAMN34496919	LASV	1	0	0	0
SAMN34472944	LASV	1	0	0	0
SAMN34507804	LASV	1	0	0	0
SAMN34473370	LASV	1	0	0	0
SAMN34509116	LASV	1	0	0	0
SAMN34565529	LASV	1	3	51.5312	0.0905220507414016
SAMN32238281	LASV	1	0	0	0
SAMN34550956	LASV	1	4	66.4016	0.134514517200203
SAMN34566307	LASV	1	5	62.0730	0.593341142438425
SAMN34496918	LASV	1	0	0	0
SAMN34496917	LASV	1	0	0	0
SAMN34565864	LASV	1	0	0	0
SAMN32238308	LASV	1	0	0	0
SAMN34552919	LASV	1	0	0	0
SAMN32238307	LASV	1	1	96.6431	11.4212118938655
Mix49	LASV	5	1	99.5289	0.166992829994175
Mix59	LASV	5	2	100.0000	0.487394637625543
Mix3	LASV	5	1	99.7055	0.300289179008441
Mix1	LASV	5	3	73.6160	0.0357940502931206
Mix96	LASV	5	2	97.4971	0.317926072737168
Mix71	LASV	5	1	98.8516	0.192909982394132
Mix61	LASV	5	4	76.2662	0.0390228752845358
Mix58	LASV	5	1	100.0000	0.195978748137022
Mix30	LASV	5	7	99.1755	0.350428956102449
Mix48	LASV	5	1	7.4205	0.00351885831416588
Mix84	LASV	5	1	97.4971	0.157042202176175
Mix91	LASV	5	1	99.7055	0.176845728986248
Mix23	LASV	5	3	99.3522	0.18356207282036
Mix66	LASV	5	2	95.3485	0.260063577294195
Mix76	LASV	5	6	97.8210	0.184496417387637
Mix10	LASV	5	1	9.3934	0.00520248491360159
Mix24	LASV	5	5	89.0459	0.113362431269026
Mix42	LASV	5	1	8.2744	0.00588419670138856
Mix83	LASV	5	1	96.6431	0.418699080778118
Mix52	LASV	5	3	32.5677	0.0231738470504262
Mix17	LASV	5	2	22.4087	0.00838135195386693
Mix35	LASV	5	1	10.3946	0.00666808969619579
Mix37	LASV	5	2	20.5830	0.00849461169237133
Mix15	LASV	5	4	100.0000	0.249191827780266
Mix2	LASV	5	0	0	0
Mix85	LASV	5	5	53.1213	0.0330714356906479
Mix87	LASV	5	1	100.0000	0.110264276979251
Mix92	LASV	5	0	0	0
Mix13	LASV	5	4	100.0000	0.39591498933092
Mix20	LASV	5	1	100.0000	0.292173334170011
Mix62	LASV	5	3	29.4759	0.030348766829868
Mix33	LASV	5	1	99.7055	0.153332442179654
Mix72	LASV	5	2	99.7055	0.533767748182091
Mix34	LASV	5	3	65.4299	0.0599038570775909
Mix68	LASV	5	2	20.7892	0.0703392889450099
Mix78	LASV	5	1	28.3494	0.0579428351572461
Mix99	LASV	5	5	98.6455	0.445484669959187
Mix80	LASV	5	3	52.4735	0.0301561737165843
Mix46	LASV	5	2	98.3216	0.287438151487097
Mix14	LASV	5	1	10.6596	0.0222117553128693
Mix56	LASV	5	6	95.9658	0.12228268463974
Mix8	LASV	5	1	97.4382	0.264980742076632
Mix69	LASV	5	4	97.2615	0.192628929882688
Mix98	LASV	5	3	97.2257	0.231472712816501
Mix25	LASV	5	2	10.2692	0.016874613006607
Mix79	LASV	5	3	81.8610	0.0377574179519812
Mix27	LASV	5	1	100.0000	0.231116100203137
Mix41	LASV	5	2	99.9448	0.156957334020162
Mix51	LASV	5	4	49.5878	0.0430802573090347
Mix81	LASV	5	1	9.4229	0.00598734321954331
Mix19	LASV	5	2	30.2120	0.0218753134997158
Mix5	LASV	5	2	95.3485	0.281153178463394
Mix39	LASV	5	5	98.0565	0.212352188181871
Mix94	LASV	5	9	96.4370	0.233829248051688
Mix4	LASV	5	3	91.9022	0.0611859323432563
Mix18	LASV	5	1	99.7055	0.300292341015152
Mix86	LASV	5	5	88.7515	0.0752470710583737
Mix40	LASV	5	4	97.4382	0.393006930604718
Mix64	LASV	5	1	97.4382	0.154073691447405
Mix38	LASV	5	4	96.3486	0.113718788084061
Mix74	LASV	5	4	97.4382	0.185669539301945
Mix50	LASV	5	4	50.7362	0.0189955761920393
Mix32	LASV	5	0	0	0
Mix63	LASV	5	3	69.9647	0.0564365200447246
Mix73	LASV	5	2	100.0000	0.373131812822379
Mix26	LASV	5	1	97.9388	0.229937790215283
Mix12	LASV	5	0	0	0
Mix57	LASV	5	6	96.3486	0.22397977893451
Mix47	LASV	5	6	92.4912	0.172206847977517
Mix21	LASV	5	4	97.4971	0.0729209818674419
Mix93	LASV	5	3	76.7962	0.026223531886785
Mix45	LASV	5	7	68.8163	0.159569400781176
Mix55	LASV	5	2	26.8846	0.0163285368605206
Mix67	LASV	5	2	97.4382	0.15713038828725
Mix77	LASV	5	4	84.4817	0.0963328386743138
Mix29	LASV	5	1	10.4829	0.00698441298755519
Mix75	LASV	5	0	0	0
Mix65	LASV	5	1	100.0000	0.382929521985546
Mix53	LASV	5	4	97.4382	0.189204390003988
Mix43	LASV	5	3	97.4087	0.328561669970066
Mix100	LASV	5	4	54.9470	0.0399655930500062
Mix82	LASV	5	3	50.6773	0.0227904178148252
Mix97	LASV	5	6	81.3015	0.10027858098143
Mix95	LASV	5	8	97.6148	0.472504789396043
Mix28	LASV	5	3	23.9694	0.0201882958545239
Mix36	LASV	5	1	100.0000	0.415804464205169
Mix22	LASV	5	7	97.3793	0.147326578548694
Mix44	LASV	5	1	99.7055	0.216156555729469
Mix88	LASV	5	0	0	0
Mix16	LASV	5	4	89.1048	0.0452223260578313
Mix54	LASV	5	4	91.1072	0.0347507878796032
Mix70	LASV	5	5	95.1413	0.0553995643503351
Mix60	LASV	5	2	97.4382	0.474342388960759
Mix9	LASV	5	0	0	0
Mix31	LASV	5	3	29.2697	0.019371909005732
Mix6	LASV	5	1	96.6431	0.239162085646066
Mix90	LASV	5	3	38.1037	0.0184257009041341
Mix7	LASV	5	1	4.0580	0.00493406170383082
Mix89	LASV	5	5	82.7444	0.167766239295504
Mix11	LASV	5	0	0	0
Mix14	CHIKV	1	3	100.0000	3.08730863342067
Mix76	CHIKV	1	1	100.0000	4.25822301078204
Mix44	CHIKV	1	1	100.0000	1.28980687650827
Mix12	CHIKV	1	1	100.0000	2.67378713122805
Mix36	CHIKV	1	1	100.0000	4.33542206091858
Mix38	CHIKV	1	1	100.0000	4.34921917952863
Mix27	CHIKV	1	1	100.0000	3.78017738345039
Mix90	CHIKV	1	1	100.0000	1.61224423089495
Mix46	CHIKV	1	1	99.9831	2.27077378981081
Mix93	CHIKV	1	1	100.0000	3.4752741203928
Mix57	CHIKV	1	1	100.0000	2.41414318507072
Mix15	CHIKV	1	1	100.0000	1.32263256679161
Mix82	CHIKV	1	1	100.0000	1.5466303926592
Mix70	CHIKV	1	1	100.0000	1.76852115967915
Mix61	CHIKV	1	1	100.0000	2.48300040048394
Mix58	CHIKV	1	1	100.0000	2.95150949268596
Mix97	CHIKV	1	1	100.0000	1.01909160282989
Mix8	CHIKV	1	1	100.0000	3.31292258093404
Mix96	CHIKV	1	1	100.0000	1.66960384123172
Mix94	CHIKV	1	1	100.0000	4.23822289489935
Mix35	CHIKV	1	1	100.0000	1.19979842420841
Mix83	CHIKV	1	1	100.0000	4.47746517758204
Mix84	CHIKV	1	1	100.0000	4.3390884687037
Mix79	CHIKV	1	1	100.0000	3.39614791680321
Mix69	CHIKV	1	1	100.0000	3.42442260966309
Mix22	CHIKV	1	1	100.0000	2.37088402108343
Mix49	CHIKV	1	1	100.0000	1.98765498219211
Mix1	CHIKV	1	2	100.0000	2.25646579415922
Mix19	CHIKV	1	1	100.0000	1.65929698869361
Mix88	CHIKV	1	1	100.0000	1.50686673448627
Mix72	CHIKV	1	1	100.0000	2.70939837531908
Mix5	CHIKV	1	1	100.0000	1.58139460330224
Mix64	CHIKV	1	1	100.0000	3.04055438323329
Mix75	CHIKV	1	1	100.0000	3.06760554616446
Mix56	CHIKV	1	1	100.0000	1.40747108192652
Mix54	CHIKV	1	1	100.0000	1.39162871191614
Mix78	CHIKV	1	1	99.8935	1.3770345575823
Mix4	CHIKV	1	1	100.0000	2.82817312020808
Mix34	CHIKV	1	1	100.0000	2.67681234491385
Mix55	CHIKV	1	1	100.0000	2.584822989914
Mix18	CHIKV	1	1	100.0000	2.21863308627976
Mix21	CHIKV	1	1	100.0000	3.24440431237345
Mix2	CHIKV	1	1	100.0000	2.59304739032633
Mix63	CHIKV	1	1	100.0000	1.92694160364561
Mix67	CHIKV	1	1	100.0000	1.76924572608026
Mix16	CHIKV	1	1	100.0000	2.90053724550722
Mix24	CHIKV	1	1	100.0000	1.76858356538683
Mix99	CHIKV	1	1	100.0000	2.65994413332676
Mix39	CHIKV	1	1	100.0000	1.5116739922492
Mix7	CHIKV	1	1	100.0000	1.78634466902613
Mix95	CHIKV	1	1	100.0000	1.12968587825875
Mix41	CHIKV	1	1	100.0000	1.90008108636499
Mix42	CHIKV	1	1	100.0000	3.78416280218642
Mix29	CHIKV	1	1	100.0000	3.21212482327897
Mix11	CHIKV	1	1	100.0000	1.58630002652541
Mix40	CHIKV	1	1	100.0000	1.96183567260684
Mix6	CHIKV	1	1	100.0000	4.25020534980893
Mix28	CHIKV	1	1	100.0000	1.813459403187
Mix87	CHIKV	1	1	100.0000	1.76030374568138
Mix48	CHIKV	1	1	100.0000	2.65889470768021
Mix60	CHIKV	1	1	100.0000	1.2744400179715
Mix66	CHIKV	1	1	100.0000	4.46165622772848
Mix50	CHIKV	1	1	100.0000	1.91350170008809
Mix3	CHIKV	1	1	100.0000	4.49308930741191
Mix73	CHIKV	1	2	100.0000	1.0608555119114
Mix43	CHIKV	1	1	100.0000	2.22152259526001
Mix23	CHIKV	1	1	100.0000	2.12059338129701
Mix91	CHIKV	1	1	100.0000	2.597368780799
Mix51	CHIKV	1	1	100.0000	1.86166085354861
Mix25	CHIKV	1	1	100.0000	1.5881066430517
Mix85	CHIKV	1	1	100.0000	1.06912741218682
Mix65	CHIKV	1	1	100.0000	2.42940996524135
Mix86	CHIKV	1	2	100.0000	1.79553523604359
Mix52	CHIKV	1	2	100.0000	2.4997404162705
Mix77	CHIKV	1	1	100.0000	2.84224143931375
Mix80	CHIKV	1	1	100.0000	1.97534850280267
Mix17	CHIKV	1	1	100.0000	2.90059545241892
Mix26	CHIKV	1	1	100.0000	2.40893293991089
Mix53	CHIKV	1	1	100.0000	1.65922571325791
Mix37	CHIKV	1	1	100.0000	1.98424307061197
Mix68	CHIKV	1	1	100.0000	3.09359280261948
Mix45	CHIKV	1	1	100.0000	3.68097587361392
Mix92	CHIKV	1	1	100.0000	4.06291496392066
Mix81	CHIKV	1	1	100.0000	3.23237729089757
Mix59	CHIKV	1	1	99.1569	1.26636842850219
Mix31	CHIKV	1	1	100.0000	2.50564945452083
Mix62	CHIKV	1	1	100.0000	5.56824310065887
Mix71	CHIKV	1	1	100.0000	2.39700284199398
Mix20	CHIKV	1	1	100.0000	2.89897596901499
Mix100	CHIKV	1	1	100.0000	1.52794541912338
Mix89	CHIKV	1	1	100.0000	1.72887539060102
Mix33	CHIKV	1	1	100.0000	4.27481908393639
Mix30	CHIKV	1	1	100.0000	1.56551607427112
Mix13	CHIKV	1	1	100.0000	4.88545016906886
Mix9	CHIKV	1	1	100.0000	2.61253391365194
Mix10	CHIKV	1	1	100.0000	3.24880619133871
Mix98	CHIKV	1	1	100.0000	2.06458754951309
Mix47	CHIKV	1	1	100.0000	3.38140779760992
Mix32	CHIKV	1	1	100.0000	3.24923463207277
Mix74	CHIKV	1	1	100.0000	4.65243310580071
Mix11	CHIKV	5	1	100.0000	4.09146979858815
Mix13	CHIKV	5	1	100.0000	10.5003948851284
Mix82	CHIKV	5	1	100.0000	4.29091486360209
Mix37	CHIKV	5	1	100.0000	3.51771452279698
Mix19	CHIKV	5	1	100.0000	5.2814658762432
Mix12	CHIKV	5	1	100.0000	4.01440180632825
Mix100	CHIKV	5	1	100.0000	2.40188363992378
Mix9	CHIKV	5	1	100.0000	4.33079338909295
Mix84	CHIKV	5	1	100.0000	7.97315327699834
Mix45	CHIKV	5	1	100.0000	6.5564057983854
Mix57	CHIKV	5	1	100.0000	5.09420975651725
Mix67	CHIKV	5	1	100.0000	5.7949785670545
Mix43	CHIKV	5	1	100.0000	4.68742629832864
Mix22	CHIKV	5	1	100.0000	4.51668079322536
Mix27	CHIKV	5	1	100.0000	6.80382384557458
Mix61	CHIKV	5	1	100.0000	5.96267912709842
Mix23	CHIKV	5	1	100.0000	4.25839460455464
Mix87	CHIKV	5	1	100.0000	2.82463233978602
Mix77	CHIKV	5	1	100.0000	4.3646844615464
Mix65	CHIKV	5	1	100.0000	3.85638211196642
Mix17	CHIKV	5	1	100.0000	4.88162814376935
Mix24	CHIKV	5	1	100.0000	2.80060717258077
Mix31	CHIKV	5	1	100.0000	5.21345584059381
Mix26	CHIKV	5	1	100.0000	4.23531262513586
Mix78	CHIKV	5	1	99.8935	2.35934125323425
Mix58	CHIKV	5	1	100.0000	4.6132052709003
Mix75	CHIKV	5	1	100.0000	5.33882015323389
Mix60	CHIKV	5	1	100.0000	2.10547844009119
Mix79	CHIKV	5	1	100.0000	5.3682750171165
Mix68	CHIKV	5	1	100.0000	4.76874758676692
Mix39	CHIKV	5	1	100.0000	4.38753204096805
Mix62	CHIKV	5	1	100.0000	10.1592244971295
Mix66	CHIKV	5	1	100.0000	8.08285058476336
Mix92	CHIKV	5	1	100.0000	6.68393957867642
Mix54	CHIKV	5	1	100.0000	3.65202501580365
Mix30	CHIKV	5	1	100.0000	4.22885305619543
Mix5	CHIKV	5	1	100.0000	2.61649814906901
Mix94	CHIKV	5	1	100.0000	7.60548584020345
Mix85	CHIKV	5	1	100.0000	2.86068280618676
Mix83	CHIKV	5	1	100.0000	7.88320681848449
Mix55	CHIKV	5	1	100.0000	4.21911454972237
Mix38	CHIKV	5	1	100.0000	7.70625274186473
Mix52	CHIKV	5	2	100.0000	5.07089254812557
Mix3	CHIKV	5	1	100.0000	9.58688800849071
Mix25	CHIKV	5	1	100.0000	4.96276667113914
Mix90	CHIKV	5	1	100.0000	4.65430812479113
Mix41	CHIKV	5	1	100.0000	2.78075493380551
Mix49	CHIKV	5	1	100.0000	2.97991393478615
Mix34	CHIKV	5	1	100.0000	4.67178296777046
Mix95	CHIKV	5	1	100.0000	3.4377948412756
Mix63	CHIKV	5	1	100.0000	3.42418494813634
Mix29	CHIKV	5	1	100.0000	5.43025374760767
Mix73	CHIKV	5	1	100.0000	2.85706752066274
Mix2	CHIKV	5	1	100.0000	4.07038827498917
Mix80	CHIKV	5	1	100.0000	3.34938086261584
Mix4	CHIKV	5	1	100.0000	4.44196712480454
Mix51	CHIKV	5	1	100.0000	3.48648093238998
Mix99	CHIKV	5	1	100.0000	4.42649555112015
Mix46	CHIKV	5	1	99.9831	3.18868396222611
Mix47	CHIKV	5	1	100.0000	6.18150275806904
Mix56	CHIKV	5	1	100.0000	4.13421712497643
Mix50	CHIKV	5	1	100.0000	3.8486737002456
Mix64	CHIKV	5	1	100.0000	5.41374844969724
Mix33	CHIKV	5	1	100.0000	7.29664260751114
Mix15	CHIKV	5	1	100.0000	3.30820280503502
Mix48	CHIKV	5	1	100.0000	5.14459862534042
Mix53	CHIKV	5	1	100.0000	2.51261586537446
Mix59	CHIKV	5	1	99.1569	2.08449162938057
Mix74	CHIKV	5	1	100.0000	9.19726855340537
Mix10	CHIKV	5	1	100.0000	4.71314249313214
Mix69	CHIKV	5	1	100.0000	7.06521092755795
Mix93	CHIKV	5	1	100.0000	5.2521595612996
Mix97	CHIKV	5	1	100.0000	2.07142494498434
Mix1	CHIKV	5	2	100.0000	4.65462338557305
Mix96	CHIKV	5	1	100.0000	5.37262878780999
Mix88	CHIKV	5	1	100.0000	2.35256747501017
Mix14	CHIKV	5	3	100.0000	5.61191856174291
Mix16	CHIKV	5	1	100.0000	4.4859834349686
