prj	outbreak	n_segments	n_cluster	n_pathogenSegments	n_cluster_contain_pathogens	homogeneityPathogenScore	PathogenPurity_count	PathogenPurity_length
Admed_SARS2_2020	rand.27	64	4	1	1	1.000000	0.200000	0.948933
Admed_SARS2_2020	rand.3	250	10	1	1	1.000000	1.000000	1.000000
Admed_SARS2_2020	rand.31	374	8	1	1	1.000000	0.125000	0.928458
Admed_SARS2_2020	rand.37	64	3	1	1	1.000000	0.500000	0.984796
Admed_SARS2_2020	rand.38	58	3	1	1	1.000000	0.333333	0.977489
Admed_SARS2_2020	rand.43	84	5	1	1	1.000000	0.111111	0.912694
Admed_SARS2_2020	rand.57	69	4	1	1	1.000000	1.000000	1.000000
Admed_SARS2_2020	rand.6	77	3	1	1	1.000000	0.200000	0.954422
Admed_SARS2_2020	rand.66	84	3	1	1	1.000000	0.500000	0.989488
Admed_SARS2_2020	rand.68	49	2	1	1	1.000000	1.000000	1.000000
Admed_SARS2_2020	rand.72	90	4	1	1	1.000000	0.125000	0.909944
Admed_SARS2_2020	rand.83	131	4	1	1	1.000000	1.000000	1.000000
Admed_SARS2_2020	rand.90	70	4	1	1	1.000000	0.500000	0.988502
Grundy_HIV_2023	rand.1	197	7	181	6	0.174482	0.952632	0.952975
Grundy_HIV_2023	rand.100	102	5	101	5	0.115301	0.990196	0.993171
Grundy_HIV_2023	rand.11	105	7	84	4	0.066909	0.923077	0.930507
Grundy_HIV_2023	rand.16	70	4	67	3	0.022332	1.000000	1.000000
Grundy_HIV_2023	rand.17	198	10	197	10	0.099290	0.994949	0.991864
Grundy_HIV_2023	rand.18	176	5	176	5	0.638623	1.000000	1.000000
Grundy_HIV_2023	rand.20	69	4	69	4	0.297040	1.000000	1.000000
Grundy_HIV_2023	rand.21	168	3	155	3	0.099113	0.922619	0.903845
Grundy_HIV_2023	rand.22	82	5	82	5	0.072066	1.000000	1.000000
Grundy_HIV_2023	rand.24	256	6	256	6	0.173465	1.000000	1.000000
Grundy_HIV_2023	rand.25	130	7	128	6	0.300470	1.000000	1.000000
Grundy_HIV_2023	rand.29	56	4	50	4	0.204147	0.892857	0.934107
Grundy_HIV_2023	rand.30	82	6	75	4	0.220191	0.986842	0.986439
Grundy_HIV_2023	rand.31	48	2	47	1	1.000000	1.000000	1.000000
Grundy_HIV_2023	rand.32	356	4	356	4	0.190362	1.000000	1.000000
Grundy_HIV_2023	rand.33	67	6	66	6	0.160175	0.985075	0.989075
Grundy_HIV_2023	rand.35	57	4	56	3	0.142121	1.000000	1.000000
Grundy_HIV_2023	rand.37	97	3	93	3	0.018473	0.958763	0.958082
Grundy_HIV_2023	rand.38	245	6	243	6	0.184945	0.991837	0.987822
Grundy_HIV_2023	rand.39	159	5	159	5	0.140615	1.000000	1.000000
Grundy_HIV_2023	rand.4	57	5	53	5	0.163430	0.929825	0.948868
Grundy_HIV_2023	rand.42	304	10	303	10	0.196021	0.996711	0.996421
Grundy_HIV_2023	rand.43	190	4	182	4	0.190348	0.957895	0.924613
Grundy_HIV_2023	rand.46	576	8	573	7	0.074114	0.998258	0.998227
Grundy_HIV_2023	rand.48	80	5	79	5	0.118205	0.987500	0.992226
Grundy_HIV_2023	rand.52	133	6	131	6	0.178901	0.984962	0.987718
Grundy_HIV_2023	rand.54	257	9	248	7	0.117865	0.984127	0.982323
Grundy_HIV_2023	rand.55	95	6	87	6	0.315121	0.915789	0.946713
Grundy_HIV_2023	rand.57	547	5	541	5	0.261883	0.989031	0.988217
Grundy_HIV_2023	rand.59	134	9	129	9	0.072153	0.962687	0.968342
Grundy_HIV_2023	rand.6	55	3	42	2	0.473383	0.857143	0.866807
Grundy_HIV_2023	rand.61	57	4	56	4	0.107100	0.982456	0.989838
Grundy_HIV_2023	rand.64	72	4	66	4	0.116346	0.916667	0.937003
Grundy_HIV_2023	rand.67	598	15	593	15	0.103996	0.991639	0.983534
Grundy_HIV_2023	rand.68	175	10	174	10	0.117548	0.994286	0.995318
Grundy_HIV_2023	rand.69	177	7	170	7	0.148912	0.960452	0.971337
Grundy_HIV_2023	rand.72	226	5	224	5	0.408698	0.991150	0.991035
Grundy_HIV_2023	rand.73	195	10	194	10	0.085452	0.994872	0.937971
Grundy_HIV_2023	rand.74	62	4	51	3	0.144774	0.980769	0.984820
Grundy_HIV_2023	rand.76	144	4	141	4	0.100399	0.979167	0.986373
Grundy_HIV_2023	rand.78	90	2	90	2	0.433490	1.000000	1.000000
Grundy_HIV_2023	rand.79	50	5	44	4	0.336702	1.000000	1.000000
Grundy_HIV_2023	rand.80	448	7	440	6	0.323661	0.986547	0.978481
Grundy_HIV_2023	rand.81	111	4	107	3	0.321542	0.981651	0.972785
Grundy_HIV_2023	rand.82	57	3	57	3	0.007596	1.000000	1.000000
Grundy_HIV_2023	rand.86	158	8	152	8	0.149343	0.962025	0.954762
Grundy_HIV_2023	rand.87	117	9	117	9	0.089516	1.000000	1.000000
Grundy_HIV_2023	rand.88	50	2	49	2	0.269983	0.980000	0.990627
Grundy_HIV_2023	rand.89	191	7	188	6	0.320759	0.989474	0.990615
Grundy_HIV_2023	rand.95	72	4	72	4	0.157632	1.000000	1.000000
Grundy_HIV_2023	rand.96	49	4	35	3	0.320329	0.813953	0.810829
Grundy_HIV_2023	rand.97	151	3	128	3	0.015223	0.847682	0.859634
Grundy_HIV_2023	rand.98	172	6	171	6	0.210127	0.994186	0.995574
Grundy_HIV_2023	rand.99	180	6	178	6	0.222130	0.988889	0.991080
LA_HRSV_2024	rand.52	109	3	11	1	1.000000	1.000000	1.000000
LA_SARS2_2024	rand.29	171	2	2	1	1.000000	1.000000	1.000000
Saha_CHIKV_2019	rand.13	79	13	1	1	1.000000	0.500000	0.972920
Saha_CHIKV_2019	rand.15	68	7	1	1	1.000000	0.250000	0.916783
Saha_CHIKV_2019	rand.16	65	8	1	1	1.000000	1.000000	1.000000
Saha_CHIKV_2019	rand.18	78	12	1	1	1.000000	0.500000	0.972186
Saha_CHIKV_2019	rand.21	86	4	1	1	1.000000	0.250000	0.918496
Saha_CHIKV_2019	rand.22	70	9	1	1	1.000000	1.000000	1.000000
Saha_CHIKV_2019	rand.23	64	7	1	1	1.000000	1.000000	1.000000
Saha_CHIKV_2019	rand.24	77	6	1	1	1.000000	0.500000	0.972929
Saha_CHIKV_2019	rand.28	68	9	1	1	1.000000	0.500000	0.965568
Saha_CHIKV_2019	rand.29	95	16	1	1	1.000000	0.250000	0.916152
Saha_CHIKV_2019	rand.30	62	9	1	1	1.000000	1.000000	1.000000
Saha_CHIKV_2019	rand.31	64	6	1	1	1.000000	1.000000	1.000000
Saha_CHIKV_2019	rand.32	69	10	1	1	1.000000	0.333333	0.937490
Saha_CHIKV_2019	rand.35	80	13	1	1	1.000000	1.000000	1.000000
Saha_CHIKV_2019	rand.36	66	6	1	1	1.000000	1.000000	1.000000
Saha_CHIKV_2019	rand.38	66	7	1	1	1.000000	0.250000	0.923011
Saha_CHIKV_2019	rand.43	60	7	1	1	1.000000	1.000000	1.000000
Saha_CHIKV_2019	rand.47	62	11	1	1	1.000000	0.142857	0.825061
Saha_CHIKV_2019	rand.49	74	10	1	1	1.000000	0.125000	0.782137
Saha_CHIKV_2019	rand.5	63	4	1	1	1.000000	0.500000	0.972170
Saha_CHIKV_2019	rand.54	71	9	1	1	1.000000	0.500000	0.948841
Saha_CHIKV_2019	rand.57	80	12	1	1	1.000000	0.500000	0.974784
Saha_CHIKV_2019	rand.62	77	7	1	1	1.000000	0.500000	0.972124
Saha_CHIKV_2019	rand.66	88	12	1	1	1.000000	0.250000	0.918146
Saha_CHIKV_2019	rand.68	66	8	1	1	1.000000	0.500000	0.973017
Saha_CHIKV_2019	rand.71	67	12	1	1	1.000000	1.000000	1.000000
Saha_CHIKV_2019	rand.72	74	9	1	1	1.000000	1.000000	1.000000
Saha_CHIKV_2019	rand.73	67	4	1	1	1.000000	1.000000	1.000000
Saha_CHIKV_2019	rand.74	98	14	1	1	1.000000	1.000000	1.000000
Saha_CHIKV_2019	rand.76	89	5	1	1	1.000000	0.090909	0.707144
Saha_CHIKV_2019	rand.80	92	14	1	1	1.000000	0.500000	0.965962
Saha_CHIKV_2019	rand.81	68	11	1	1	1.000000	1.000000	1.000000
Saha_CHIKV_2019	rand.83	93	20	1	1	1.000000	0.250000	0.921827
Saha_CHIKV_2019	rand.85	64	10	1	1	1.000000	0.333333	0.912125
Saha_CHIKV_2019	rand.89	73	10	2	1	1.000000	0.666667	0.973824
Saha_CHIKV_2019	rand.91	77	8	1	1	1.000000	0.166667	0.832139
Saha_CHIKV_2019	rand.92	60	4	1	1	1.000000	0.333333	0.930481
Saha_CHIKV_2019	rand.94	83	3	1	1	1.000000	0.043478	0.574732
Saha_CHIKV_2019	rand.96	76	9	1	1	1.000000	0.142857	0.824702
Saha_CHIKV_2019	rand.98	81	12	1	1	1.000000	0.333333	0.941251
Saha_CHIKV_2019	rand.99	70	10	1	1	1.000000	0.142857	0.836033
Sardi_Zika_2016	rand.1	340	12	1	1	1.000000	0.026316	0.204744
Sardi_Zika_2016	rand.10	128	7	1	1	1.000000	0.062500	0.049793
Sardi_Zika_2016	rand.100	282	12	1	1	1.000000	0.083333	0.413796
Sardi_Zika_2016	rand.11	152	3	1	1	1.000000	0.033333	0.234749
Sardi_Zika_2016	rand.12	233	6	10	1	1.000000	0.434783	0.593698
Sardi_Zika_2016	rand.13	371	17	1	1	1.000000	0.020833	0.018874
Sardi_Zika_2016	rand.14	278	7	1	1	1.000000	0.019231	0.017596
Sardi_Zika_2016	rand.15	336	20	8	2	0.456436	0.266667	0.497956
Sardi_Zika_2016	rand.16	69	3	1	1	1.000000	0.200000	0.660074
Sardi_Zika_2016	rand.17	141	7	1	1	1.000000	0.032258	0.229226
Sardi_Zika_2016	rand.18	146	3	1	1	1.000000	0.027027	0.215293
Sardi_Zika_2016	rand.19	411	15	1	1	1.000000	0.037037	0.033093
Sardi_Zika_2016	rand.2	250	10	1	1	1.000000	0.500000	0.968976
Sardi_Zika_2016	rand.20	187	8	8	1	1.000000	0.444444	0.647087
Sardi_Zika_2016	rand.21	249	4	1	1	1.000000	0.100000	0.520278
Sardi_Zika_2016	rand.22	156	6	1	1	1.000000	0.025641	0.030830
Sardi_Zika_2016	rand.24	336	16	10	2	0.531004	0.476190	0.656682
Sardi_Zika_2016	rand.27	328	19	8	1	1.000000	0.533333	0.744390
Sardi_Zika_2016	rand.28	201	5	1	1	1.000000	0.031250	0.230625
Sardi_Zika_2016	rand.29	229	4	7	1	1.000000	0.291667	0.494953
Sardi_Zika_2016	rand.3	392	9	4	3	0.053605	0.030303	0.029428
Sardi_Zika_2016	rand.30	185	10	7	2	0.408327	0.241379	0.419925
Sardi_Zika_2016	rand.31	72	3	1	1	1.000000	0.166667	0.623414
Sardi_Zika_2016	rand.32	324	9	2	2	0.000000	0.016129	0.015821
Sardi_Zika_2016	rand.33	173	5	1	1	1.000000	0.033333	0.040417
Sardi_Zika_2016	rand.34	161	3	1	1	1.000000	0.030303	0.226008
Sardi_Zika_2016	rand.35	198	3	1	1	1.000000	0.062500	0.458349
Sardi_Zika_2016	rand.36	414	13	1	1	1.000000	0.019608	0.015993
Sardi_Zika_2016	rand.37	306	15	10	1	1.000000	0.714286	0.862283
Sardi_Zika_2016	rand.38	252	3	1	1	1.000000	0.100000	0.533832
Sardi_Zika_2016	rand.39	267	12	1	1	1.000000	0.017544	0.019520
Sardi_Zika_2016	rand.40	126	7	9	1	1.000000	0.500000	0.730781
Sardi_Zika_2016	rand.42	199	3	1	1	1.000000	0.111111	0.535463
Sardi_Zika_2016	rand.43	310	11	9	1	1.000000	0.529412	0.734395
Sardi_Zika_2016	rand.44	148	8	1	1	1.000000	0.166667	0.614361
Sardi_Zika_2016	rand.45	311	10	2	2	0.000000	0.046512	0.039471
Sardi_Zika_2016	rand.46	215	6	1	1	1.000000	0.030303	0.219395
Sardi_Zika_2016	rand.47	207	7	1	1	1.000000	0.029412	0.216249
Sardi_Zika_2016	rand.48	292	11	1	1	1.000000	0.038462	0.045177
Sardi_Zika_2016	rand.5	129	9	5	1	1.000000	0.714286	0.883996
Sardi_Zika_2016	rand.50	360	11	9	2	0.496742	0.346154	0.536833
Sardi_Zika_2016	rand.51	158	10	2	1	1.000000	0.400000	0.709910
Sardi_Zika_2016	rand.53	385	15	11	2	0.560503	0.261905	0.402655
Sardi_Zika_2016	rand.54	298	11	1	1	1.000000	0.100000	0.446171
Sardi_Zika_2016	rand.55	287	10	1	1	1.000000	0.090909	0.537185
Sardi_Zika_2016	rand.56	206	7	1	1	1.000000	0.038462	0.242052
Sardi_Zika_2016	rand.57	270	13	9	2	0.496742	0.321429	0.515869
Sardi_Zika_2016	rand.58	203	7	1	1	1.000000	0.100000	0.517288
Sardi_Zika_2016	rand.59	485	21	10	2	0.278072	0.454545	0.644151
Sardi_Zika_2016	rand.6	371	18	2	2	0.000000	0.026316	0.025876
Sardi_Zika_2016	rand.60	224	11	4	4	0.000000	0.037383	0.028493
Sardi_Zika_2016	rand.62	217	6	1	1	1.000000	0.250000	0.642228
