sample	project	Mix	gatkReads	asmRef	asmFrag	asmPathogenFrag	asmCov	asmSignal	Virus	CleanSizeRNA	CleanSizeDNA
Grundy_HIV_2023.Mix7.rand.87	Grundy_HIV_2023	7	160817	GCA_003099235	7871	1611	100	22.9110174670779	HIV	14509298	0
Grundy_HIV_2023.Mix8.rand.57	Grundy_HIV_2023	8	197676	GCA_003101195	8572	1326	100	22.5407082294976	HIV	12286176	0
Grundy_HIV_2023.Mix9.rand.41	Grundy_HIV_2023	9	74405	GCA_003101175	9029	539	100	10.1244538091257	HIV	9829648	0
Grundy_HIV_2023.Mix5.rand.44	Grundy_HIV_2023	5	2727	GCA_003102575	3526	42	100	2.33720496266864	HIV	6439272	0
Grundy_HIV_2023.Mix4.rand.6	Grundy_HIV_2023	4	20655	GCA_003101195	3141	179	100	7.09447599380485	HIV	4484792	0
Grundy_HIV_2023.Mix6.rand.22	Grundy_HIV_2023	6	27473	GCA_003104855	4448	252	100	8.38756137890092	HIV	6307564	0
Grundy_HIV_2023.Mix2.rand.2	Grundy_HIV_2023	2	43	GCA_003099915	1008	2	8.80571272727273	0.17432184961805	HIV	696298	0
Grundy_HIV_2023.Mix8.rand.15	Grundy_HIV_2023	8	33536	GCA_003099235	7247	240	100	6.26760222728641	HIV	13820894	0
Grundy_HIV_2023.Mix9.rand.53	Grundy_HIV_2023	9	62150	GCA_003099235	5431	877	100	18.1984500031398	HIV	12899180	0
Grundy_HIV_2023.Mix10.rand.38	Grundy_HIV_2023	10	212070	GCA_003100975	12141	1393	100	16.6089602390993	HIV	12446070	0
Grundy_HIV_2023.Mix3.rand.23	Grundy_HIV_2023	3	2261	GCA_003100975	1060	44	100	8.07987697089093	HIV	2956500	0
Grundy_HIV_2023.Mix6.rand.25	Grundy_HIV_2023	6	78221	GCA_003101195	6556	887	100	24.3677845272509	HIV	7206748	0
Grundy_HIV_2023.Mix5.rand.60	Grundy_HIV_2023	5	11537	GCA_003101155	2605	40	100	4.22671665737974	HIV	10852068	0
Grundy_HIV_2023.Mix7.rand.1	Grundy_HIV_2023	7	62233	GCA_003099995	6484	548	100	13.36255195364	HIV	7911256	0
Grundy_HIV_2023.Mix9.rand.95	Grundy_HIV_2023	9	32215	GCA_003099575	3800	182	100	10.5218893953412	HIV	8883166	0
Grundy_HIV_2023.Mix6.rand.71	Grundy_HIV_2023	6	48966	GCA_003100975	2667	408	100	22.8448992790073	HIV	5928028	0
Grundy_HIV_2023.Mix4.rand.72	Grundy_HIV_2023	4	127237	GCA_003099235	4605	1325	100	36.9992889815594	HIV	4432064	0
Grundy_HIV_2023.Mix10.rand.72	Grundy_HIV_2023	10	145123	GCA_003099815	7476	779	100	30.5910373665871	HIV	12636258	0
Grundy_HIV_2023.Mix7.rand.92	Grundy_HIV_2023	7	1270	GCA_003190355	4927	49	100	1.79196108363803	HIV	7221824	0
Grundy_HIV_2023.Mix4.rand.16	Grundy_HIV_2023	4	22355	GCA_003100975	6437	194	100	4.26147993194852	HIV	4966828	0
Grundy_HIV_2023.Mix7.rand.2	Grundy_HIV_2023	7	103	GCA_003101155	4498	5	21.8689704407952	0.0981648945149406	HIV	6938828	0
Grundy_HIV_2023.Mix2.rand.97	Grundy_HIV_2023	2	17601	GCA_003104595	2032	86	100	6.12751376397098	HIV	1961790	0
Grundy_HIV_2023.Mix5.rand.31	Grundy_HIV_2023	5	39095	GCA_003097875	5062	349	100	13.8918387472791	HIV	4721660	0
Grundy_HIV_2023.Mix4.rand.77	Grundy_HIV_2023	4	34178	GCA_003104755	2980	147	100	11.8253591718064	HIV	5038380	0
Grundy_HIV_2023.Mix10.rand.71	Grundy_HIV_2023	10	49719	GCA_003101135	4910	229	100	13.8835872987704	HIV	12482450	0
Grundy_HIV_2023.Mix9.rand.43	Grundy_HIV_2023	9	37010	GCA_003188925	8707	436	100	6.95175250664153	HIV	11459980	0
Grundy_HIV_2023.Mix9.rand.47	Grundy_HIV_2023	9	35731	GCA_003099715	5718	304	100	10.9894871119051	HIV	14138694	0
Grundy_HIV_2023.Mix7.rand.93	Grundy_HIV_2023	7	8071	GCA_003112285	6251	25	100	1.45308922683513	HIV	12851922	0
Grundy_HIV_2023.Mix8.rand.44	Grundy_HIV_2023	8	3932	GCA_003099235	11076	61	100	1.22226670328818	HIV	17254932	0
Grundy_HIV_2023.Mix10.rand.10	Grundy_HIV_2023	10	63264	GCA_003101195	12543	723	100	8.89846686789435	HIV	12765960	0
Grundy_HIV_2023.Mix2.rand.22	Grundy_HIV_2023	2	2110	GCA_003099235	642	21	100	5.79676059463057	HIV	2215564	0
Grundy_HIV_2023.Mix4.rand.22	Grundy_HIV_2023	4	3232	GCA_003104755	1562	35	100	4.48775849774186	HIV	3314414	0
Grundy_HIV_2023.Mix3.rand.78	Grundy_HIV_2023	3	51763	GCA_003102735	1263	192	100	53.5171654532084	HIV	3506222	0
Grundy_HIV_2023.Mix7.rand.70	Grundy_HIV_2023	7	30871	GCA_003099255	8493	140	100	2.99414110734637	HIV	8820508	0
Grundy_HIV_2023.Mix7.rand.42	Grundy_HIV_2023	7	68374	GCA_003104855	10313	918	100	12.8001664485411	HIV	7850156	0
Grundy_HIV_2023.Mix2.rand.86	Grundy_HIV_2023	2	2651	GCA_003104595	1715	37	100	3.45567242302278	HIV	3226534	0
Grundy_HIV_2023.Mix10.rand.27	Grundy_HIV_2023	10	32115	GCA_003104835	8981	354	100	6.202219597783	HIV	14095076	0
Grundy_HIV_2023.Mix10.rand.19	Grundy_HIV_2023	10	140458	GCA_003104755	8224	1522	100	23.2307506776313	HIV	16952336	0
Grundy_HIV_2023.Mix3.rand.35	Grundy_HIV_2023	3	1122	GCA_003190355	2220	13	100	1.67765008033448	HIV	2414914	0
Grundy_HIV_2023.Mix10.rand.18	Grundy_HIV_2023	10	549473	GCA_003100535	11838	1524	100	29.0425969355575	HIV	15122312	0
Grundy_HIV_2023.Mix5.rand.75	Grundy_HIV_2023	5	53	GCA_003112325	3368	2	23.3327940594059	0.0842797272648311	HIV	4200554	0
Grundy_HIV_2023.Mix5.rand.100	Grundy_HIV_2023	5	23547	GCA_003187705	6193	231	100	5.21863657295394	HIV	6304922	0
Grundy_HIV_2023.Mix9.rand.65	Grundy_HIV_2023	9	77132	GCA_003104595	5232	705	100	24.5042976461069	HIV	12488494	0
Grundy_HIV_2023.Mix4.rand.9	Grundy_HIV_2023	4	47	GCA_003102295	3994	4	21.032676835081	0.104350660428295	HIV	5083774	0
Grundy_HIV_2023.Mix5.rand.16	Grundy_HIV_2023	5	22645	GCA_003104595	6819	185	100	4.09833788122665	HIV	5759100	0
Grundy_HIV_2023.Mix8.rand.70	Grundy_HIV_2023	8	31191	GCA_003190355	8436	187	100	3.21542556011494	HIV	10132114	0
Grundy_HIV_2023.Mix3.rand.57	Grundy_HIV_2023	3	2701	GCA_003112285	3044	24	100	2.60084111562491	HIV	2922698	0
Grundy_HIV_2023.Mix5.rand.52	Grundy_HIV_2023	5	28015	GCA_003187725	3114	226	100	12.5764787905088	HIV	5162766	0
Grundy_HIV_2023.Mix10.rand.39	Grundy_HIV_2023	10	113400	GCA_003188805	7404	509	100	12.1557961738949	HIV	6796210	0
Grundy_HIV_2023.Mix4.rand.5	Grundy_HIV_2023	4	71	GCA_003855675	804	3	12.1828909090909	0.339859528978923	HIV	3276870	0
Grundy_HIV_2023.Mix4.rand.46	Grundy_HIV_2023	4	90060	GCA_003187665	5204	661	100	23.0788428515333	HIV	5949330	0
Grundy_HIV_2023.Mix10.rand.65	Grundy_HIV_2023	10	77955	GCA_003190355	5424	821	100	25.9152923101991	HIV	12931292	0
Grundy_HIV_2023.Mix6.rand.62	Grundy_HIV_2023	6	4773	GCA_003098695	1486	56	100	9.19048708824876	HIV	8680098	0
Grundy_HIV_2023.Mix10.rand.53	Grundy_HIV_2023	10	184845	GCA_003187595	7930	1865	100	35.8689434886277	HIV	13813780	0
Grundy_HIV_2023.Mix7.rand.53	Grundy_HIV_2023	7	61327	GCA_003101215	5115	658	100	18.667778777204	HIV	12194010	0
Grundy_HIV_2023.Mix5.rand.25	Grundy_HIV_2023	5	39499	GCA_003099235	4834	660	100	16.2694450290208	HIV	6644956	0
Grundy_HIV_2023.Mix4.rand.14	Grundy_HIV_2023	4	640	GCA_003098055	5420	36	100	0.88451707339408	HIV	4978322	0
Grundy_HIV_2023.Mix9.rand.88	Grundy_HIV_2023	9	20392	GCA_003101815	3589	149	100	12.6636345659482	HIV	13231938	0
Grundy_HIV_2023.Mix4.rand.49	Grundy_HIV_2023	4	25006	GCA_003097875	2904	305	100	19.9339017903146	HIV	3670878	0
Grundy_HIV_2023.Mix10.rand.45	Grundy_HIV_2023	10	11877	GCA_003112285	11800	49	100	1.8696767167449	HIV	17485292	0
Grundy_HIV_2023.Mix3.rand.83	Grundy_HIV_2023	3	17133	GCA_003101195	2503	100	100	8.71993677869812	HIV	2840260	0
Grundy_HIV_2023.Mix7.rand.96	Grundy_HIV_2023	7	14454	GCA_003097875	5333	137	100	3.50612469111295	HIV	9225860	0
Grundy_HIV_2023.Mix7.rand.48	Grundy_HIV_2023	7	72534	GCA_003098055	7301	487	100	13.1309703486356	HIV	14557420	0
Grundy_HIV_2023.Mix9.rand.97	Grundy_HIV_2023	9	100963	GCA_003188805	12849	582	100	8.80972744276611	HIV	10604718	0
Grundy_HIV_2023.Mix7.rand.94	Grundy_HIV_2023	7	125525	GCA_003101155	5585	1023	100	32.7356062583225	HIV	9044190	0
Grundy_HIV_2023.Mix2.rand.62	Grundy_HIV_2023	2	0	NA	NA	NA	NA	NA	HIV	2524638	0
Grundy_HIV_2023.Mix7.rand.35	Grundy_HIV_2023	7	37764	GCA_003101195	7106	488	100	9.91794633254109	HIV	6501580	0
Grundy_HIV_2023.Mix6.rand.8	Grundy_HIV_2023	6	4495	GCA_003188885	4295	51	100	2.5840224439859	HIV	5537022	0
Grundy_HIV_2023.Mix5.rand.12	Grundy_HIV_2023	5	9807	GCA_003104855	2962	70	100	3.54331660095699	HIV	6092342	0
Grundy_HIV_2023.Mix6.rand.46	Grundy_HIV_2023	6	156440	GCA_003101195	6838	1323	100	27.1549186489905	HIV	12178166	0
Grundy_HIV_2023.Mix6.rand.97	Grundy_HIV_2023	6	98308	GCA_003104595	9425	491	100	10.1397207152318	HIV	6551434	0
Grundy_HIV_2023.Mix10.rand.88	Grundy_HIV_2023	10	20392	GCA_003102495	3653	186	100	12.4928239953072	HIV	14832662	0
Grundy_HIV_2023.Mix2.rand.37	Grundy_HIV_2023	2	10930	GCA_003104855	712	124	100	24.1730131062263	HIV	3381100	0
Grundy_HIV_2023.Mix3.rand.16	Grundy_HIV_2023	3	22355	GCA_003098055	1486	179	100	19.3653380699563	HIV	3559426	0
Grundy_HIV_2023.Mix9.rand.42	Grundy_HIV_2023	9	108145	GCA_003104855	12754	1803	100	18.4681451408432	HIV	8897278	0
Grundy_HIV_2023.Mix9.rand.12	Grundy_HIV_2023	9	12229	GCA_003101455	5294	56	100	3.01330531923633	HIV	12075694	0
Grundy_HIV_2023.Mix5.rand.69	Grundy_HIV_2023	5	19288	GCA_003188885	7048	239	100	6.63890272403356	HIV	7219052	0
Grundy_HIV_2023.Mix8.rand.77	Grundy_HIV_2023	8	40048	GCA_003098055	4657	297	100	12.7248479069587	HIV	12753826	0
Grundy_HIV_2023.Mix8.rand.28	Grundy_HIV_2023	8	47738	GCA_003188925	2317	512	100	32.5129596226338	HIV	7479666	0
Grundy_HIV_2023.Mix5.rand.29	Grundy_HIV_2023	5	9794	GCA_003098055	2478	75	100	5.47700703062593	HIV	9678766	0
Grundy_HIV_2023.Mix2.rand.63	Grundy_HIV_2023	2	336	GCA_003099235	2860	13	85.6478370868563	0.546215414382924	HIV	6441992	0
Grundy_HIV_2023.Mix9.rand.81	Grundy_HIV_2023	9	76326	GCA_003104815	8118	273	100	7.64704109396364	HIV	10031546	0
Grundy_HIV_2023.Mix9.rand.79	Grundy_HIV_2023	9	11902	GCA_003104855	5023	169	100	5.65335255921122	HIV	16325000	0
Grundy_HIV_2023.Mix2.rand.11	Grundy_HIV_2023	2	36056	GCA_003112285	3214	101	100	15.3408174722144	HIV	2889136	0
Grundy_HIV_2023.Mix6.rand.40	Grundy_HIV_2023	6	4289	GCA_003112285	6287	27	100	1.66297382314	HIV	10238060	0
Grundy_HIV_2023.Mix8.rand.48	Grundy_HIV_2023	8	72577	GCA_003187625	7237	502	100	13.2578719223038	HIV	14911002	0
Grundy_HIV_2023.Mix4.rand.57	Grundy_HIV_2023	4	115976	GCA_003102575	5008	556	100	17.9022106041432	HIV	5720938	0
Grundy_HIV_2023.Mix8.rand.27	Grundy_HIV_2023	8	29191	GCA_003100195	7665	201	100	5.3190303454471	HIV	11353892	0
Grundy_HIV_2023.Mix5.rand.41	Grundy_HIV_2023	5	27472	GCA_003099635	7178	36	100	1.17765855827665	HIV	6319778	0
Grundy_HIV_2023.Mix8.rand.40	Grundy_HIV_2023	8	4289	GCA_003108825	11688	27	100	0.792229846726689	HIV	13139766	0
Grundy_HIV_2023.Mix6.rand.10	Grundy_HIV_2023	6	4549	GCA_003099235	7223	107	100	2.31796074882846	HIV	8110970	0
Grundy_HIV_2023.Mix10.rand.34	Grundy_HIV_2023	10	133687	GCA_003099635	8650	696	100	14.2691269534097	HIV	10179510	0
Grundy_HIV_2023.Mix8.rand.38	Grundy_HIV_2023	8	211361	GCA_003100975	10747	1421	100	18.5746328626164	HIV	10210848	0
Grundy_HIV_2023.Mix9.rand.63	Grundy_HIV_2023	9	8456	GCA_003112285	7248	20	100	1.439288158707	HIV	12878962	0
Grundy_HIV_2023.Mix8.rand.93	Grundy_HIV_2023	8	8200	GCA_003101075	6307	43	100	1.6774513808408	HIV	14037656	0
Grundy_HIV_2023.Mix2.rand.89	Grundy_HIV_2023	2	3367	GCA_003112285	623	17	100	8.61229126787743	HIV	2588204	0
Grundy_HIV_2023.Mix9.rand.44	Grundy_HIV_2023	9	4506	GCA_003099235	11124	89	100	1.45511583011583	HIV	18949296	0
Grundy_HIV_2023.Mix10.rand.6	Grundy_HIV_2023	10	31614	GCA_003101195	12117	438	100	5.37639668981493	HIV	17668420	0
Grundy_HIV_2023.Mix2.rand.58	Grundy_HIV_2023	2	5870	GCA_003098055	764	95	100	17.5275411364651	HIV	2009006	0
Grundy_HIV_2023.Mix3.rand.89	Grundy_HIV_2023	3	69747	GCA_003101215	2010	433	100	27.9315549224882	HIV	6937138	0
Grundy_HIV_2023.Mix9.rand.75	Grundy_HIV_2023	9	134387	GCA_003104595	7542	961	100	15.9854280148769	HIV	11308104	0
Grundy_HIV_2023.Mix5.rand.72	Grundy_HIV_2023	5	127811	GCA_003100975	4770	1353	100	37.2317000198765	HIV	6126428	0
Grundy_HIV_2023.Mix8.rand.23	Grundy_HIV_2023	8	10941	GCA_003104855	4583	253	100	7.29083688351433	HIV	9301330	0
Grundy_HIV_2023.Mix6.rand.87	Grundy_HIV_2023	6	160675	GCA_003101035	7202	692	100	25.3880680268655	HIV	13414106	0
Grundy_HIV_2023.Mix4.rand.84	Grundy_HIV_2023	4	0	NA	NA	NA	NA	NA	HIV	4931830	0
Grundy_HIV_2023.Mix7.rand.19	Grundy_HIV_2023	7	4925	GCA_003188765	3007	106	100	5.9672948252856	HIV	8233840	0
Grundy_HIV_2023.Mix5.rand.14	Grundy_HIV_2023	5	2743	GCA_003102955	5623	48	100	1.69279906041908	HIV	5822198	0
Grundy_HIV_2023.Mix4.rand.47	Grundy_HIV_2023	4	463	GCA_003104855	1784	23	100	1.63810531233136	HIV	4402062	0
Grundy_HIV_2023.Mix8.rand.21	Grundy_HIV_2023	8	72666	GCA_003101215	6749	573	100	16.9269606169703	HIV	10894048	0
Grundy_HIV_2023.Mix9.rand.16	Grundy_HIV_2023	9	75754	GCA_003109305	8685	405	100	9.49520979720672	HIV	10023552	0
Grundy_HIV_2023.Mix2.rand.4	Grundy_HIV_2023	2	0	NA	NA	NA	NA	NA	HIV	1970302	0
Grundy_HIV_2023.Mix6.rand.26	Grundy_HIV_2023	6	14551	GCA_003104595	5428	127	100	3.9852197564416	HIV	11441532	0
Grundy_HIV_2023.Mix5.rand.92	Grundy_HIV_2023	5	1270	GCA_003101195	1795	46	100	4.6460275566715	HIV	5049340	0
Grundy_HIV_2023.Mix3.rand.44	Grundy_HIV_2023	3	378	GCA_003109085	1614	8	62.8131212981744	0.96087097189633	HIV	3599754	0
Grundy_HIV_2023.Mix9.rand.68	Grundy_HIV_2023	9	74017	GCA_003100975	5068	1089	100	28.1991256508352	HIV	8005288	0
Grundy_HIV_2023.Mix5.rand.89	Grundy_HIV_2023	5	96796	GCA_003097795	3479	533	100	20.4721158924539	HIV	8657472	0
Grundy_HIV_2023.Mix8.rand.18	Grundy_HIV_2023	8	417465	GCA_003102535	6379	874	100	30.2997303349559	HIV	10201210	0
Grundy_HIV_2023.Mix5.rand.13	Grundy_HIV_2023	5	11145	GCA_003099635	3789	47	100	2.67814346535411	HIV	3585208	0
Grundy_HIV_2023.Mix7.rand.40	Grundy_HIV_2023	7	4289	GCA_003112285	6652	28	100	1.57863480273623	HIV	11351760	0
Grundy_HIV_2023.Mix4.rand.29	Grundy_HIV_2023	4	9345	GCA_003102575	2455	60	100	5.48306051257646	HIV	8652794	0
Grundy_HIV_2023.Mix5.rand.32	Grundy_HIV_2023	5	112961	GCA_003099235	5188	1255	100	32.8950009759563	HIV	5508934	0
Grundy_HIV_2023.Mix3.rand.43	Grundy_HIV_2023	3	22350	GCA_003104855	2253	162	100	9.49712030006647	HIV	4927968	0
Grundy_HIV_2023.Mix7.rand.66	Grundy_HIV_2023	7	8894	GCA_003098055	5722	91	100	2.64931899005513	HIV	13272960	0
Grundy_HIV_2023.Mix9.rand.39	Grundy_HIV_2023	9	113395	GCA_003188925	7034	486	100	11.8005173851261	HIV	6368976	0
Grundy_HIV_2023.Mix2.rand.50	Grundy_HIV_2023	2	3326	GCA_003104755	4837	69	100	2.18122820830643	HIV	3635242	0
Grundy_HIV_2023.Mix3.rand.25	Grundy_HIV_2023	3	36080	GCA_003099515	4027	251	100	13.4157290296526	HIV	3578232	0
Grundy_HIV_2023.Mix5.rand.27	Grundy_HIV_2023	5	15171	GCA_003098435	4010	54	100	4.82454378438021	HIV	7438940	0
Grundy_HIV_2023.Mix7.rand.11	Grundy_HIV_2023	7	67820	GCA_003104815	9980	380	100	9.75033972524009	HIV	14182902	0
Grundy_HIV_2023.Mix10.rand.79	Grundy_HIV_2023	10	12031	GCA_003102575	4980	116	100	4.99807262572465	HIV	17510734	0
Grundy_HIV_2023.Mix3.rand.9	Grundy_HIV_2023	3	30	GCA_003104115	3909	2	8.74188421052632	0.0461033144222156	HIV	3797400	0
Grundy_HIV_2023.Mix5.rand.64	Grundy_HIV_2023	5	20663	GCA_003097875	4298	213	100	7.01532196638333	HIV	7566252	0
Grundy_HIV_2023.Mix8.rand.64	Grundy_HIV_2023	8	21101	GCA_003104755	5886	213	100	5.20716225164023	HIV	9803958	0
Grundy_HIV_2023.Mix4.rand.71	Grundy_HIV_2023	4	166	GCA_003104115	1554	6	31.0044532330827	0.487795318376415	HIV	3428314	0
Grundy_HIV_2023.Mix3.rand.75	Grundy_HIV_2023	3	0	NA	NA	NA	NA	NA	HIV	1839326	0
Grundy_HIV_2023.Mix7.rand.85	Grundy_HIV_2023	7	18184	GCA_003104595	9226	240	100	4.40148764371874	HIV	13990522	0
Grundy_HIV_2023.Mix6.rand.56	Grundy_HIV_2023	6	78085	GCA_003188785	3724	726	100	39.4253614752431	HIV	8272854	0
Grundy_HIV_2023.Mix9.rand.11	Grundy_HIV_2023	9	76914	GCA_003101195	10963	726	100	12.3500436535822	HIV	16426378	0
Grundy_HIV_2023.Mix8.rand.36	Grundy_HIV_2023	8	47187	GCA_003097815	7224	269	100	5.24329013239629	HIV	12890064	0
Grundy_HIV_2023.Mix2.rand.8	Grundy_HIV_2023	2	0	NA	NA	NA	NA	NA	HIV	1712376	0
Grundy_HIV_2023.Mix7.rand.80	Grundy_HIV_2023	7	185965	GCA_003097875	5846	1169	100	28.0166233159931	HIV	11443088	0
Grundy_HIV_2023.Mix9.rand.51	Grundy_HIV_2023	9	48082	GCA_003104835	10382	621	100	8.76456833456197	HIV	19114564	0
Grundy_HIV_2023.Mix10.rand.75	Grundy_HIV_2023	10	135329	GCA_003104595	7671	974	100	16.1292881197298	HIV	12223658	0
Grundy_HIV_2023.Mix4.rand.89	Grundy_HIV_2023	4	69747	GCA_003100735	2648	302	100	21.6499616246178	HIV	7962552	0
Grundy_HIV_2023.Mix2.rand.27	Grundy_HIV_2023	2	1434	GCA_003101195	1050	43	100	5.29772930770652	HIV	3157110	0
Grundy_HIV_2023.Mix5.rand.1	Grundy_HIV_2023	5	58861	GCA_003101215	5745	534	100	12.6408377378698	HIV	5217264	0
Grundy_HIV_2023.Mix10.rand.36	Grundy_HIV_2023	10	47603	GCA_003097875	7948	270	100	5.57899329182306	HIV	17999442	0
Grundy_HIV_2023.Mix7.rand.55	Grundy_HIV_2023	7	51851	GCA_003101195	10324	323	100	6.21623295748462	HIV	14276986	0
Grundy_HIV_2023.Mix7.rand.34	Grundy_HIV_2023	7	127817	GCA_003099635	7266	619	100	13.5097713400723	HIV	7384312	0
Grundy_HIV_2023.Mix6.rand.100	Grundy_HIV_2023	6	25686	GCA_003100015	6759	336	100	7.71856683537683	HIV	7731546	0
Grundy_HIV_2023.Mix2.rand.5	Grundy_HIV_2023	2	28	GCA_003112285	266	2	16.1961303418803	0.932111582558454	HIV	2138540	0
Grundy_HIV_2023.Mix3.rand.51	Grundy_HIV_2023	3	31126	GCA_003104855	2314	261	100	13.8826340701255	HIV	3115564	0
Grundy_HIV_2023.Mix5.rand.24	Grundy_HIV_2023	5	54120	GCA_003190355	3245	611	100	30.4372798772674	HIV	3490658	0
Grundy_HIV_2023.Mix3.rand.17	Grundy_HIV_2023	3	21691	GCA_003104855	2165	253	100	15.2716101509835	HIV	3289772	0
Grundy_HIV_2023.Mix5.rand.96	Grundy_HIV_2023	5	14454	GCA_003097875	4489	122	100	3.97400266753825	HIV	7177402	0
Grundy_HIV_2023.Mix9.rand.6	Grundy_HIV_2023	9	29654	GCA_003101195	11530	372	100	4.53301721302375	HIV	16094906	0
Grundy_HIV_2023.Mix10.rand.56	Grundy_HIV_2023	10	93239	GCA_003099615	7639	1017	100	24.0324319395003	HIV	13757898	0
Grundy_HIV_2023.Mix6.rand.86	Grundy_HIV_2023	6	22195	GCA_003104595	5902	310	100	7.93497613294689	HIV	8676986	0
Grundy_HIV_2023.Mix7.rand.18	Grundy_HIV_2023	7	416642	GCA_003104855	6544	1483	100	31.4807392446621	HIV	9758412	0
Grundy_HIV_2023.Mix9.rand.58	Grundy_HIV_2023	9	57674	GCA_003097875	7931	719	100	12.5629748180286	HIV	13633002	0
Grundy_HIV_2023.Mix10.rand.69	Grundy_HIV_2023	10	69865	GCA_003188925	9460	641	100	11.5946974135265	HIV	12318290	0
Grundy_HIV_2023.Mix5.rand.84	Grundy_HIV_2023	5	0	NA	NA	NA	NA	NA	HIV	6435508	0
Grundy_HIV_2023.Mix9.rand.87	Grundy_HIV_2023	9	179731	GCA_003101155	12612	1567	100	16.2495586467346	HIV	17469056	0
Grundy_HIV_2023.Mix6.rand.85	Grundy_HIV_2023	6	18184	GCA_003101215	8558	229	100	4.50872417880807	HIV	12626030	0
Grundy_HIV_2023.Mix10.rand.31	Grundy_HIV_2023	10	42254	GCA_003102515	8828	475	100	9.69451909361612	HIV	11492432	0
Grundy_HIV_2023.Mix6.rand.78	Grundy_HIV_2023	6	52083	GCA_003112285	1966	120	100	33.4332098205955	HIV	5835266	0
Grundy_HIV_2023.Mix6.rand.55	Grundy_HIV_2023	6	49504	GCA_003101195	10157	269	100	5.00988600110954	HIV	12452490	0
Grundy_HIV_2023.Mix2.rand.18	Grundy_HIV_2023	2	959	GCA_003112285	226	5	100	15.763904262908	HIV	2073562	0
Grundy_HIV_2023.Mix6.rand.33	Grundy_HIV_2023	6	53722	GCA_003189105	2242	100	100	16.3060617869086	HIV	7244678	0
Grundy_HIV_2023.Mix2.rand.78	Grundy_HIV_2023	2	51707	GCA_003104855	1196	438	100	56.7370892545192	HIV	2040952	0
Grundy_HIV_2023.Mix9.rand.32	Grundy_HIV_2023	9	129986	GCA_003100015	6700	1260	100	31.3779850225218	HIV	13392350	0
Grundy_HIV_2023.Mix2.rand.70	Grundy_HIV_2023	2	496	GCA_003104855	2483	4	18.811468914647	0.143327565618747	HIV	2679098	0
Grundy_HIV_2023.Mix9.rand.84	Grundy_HIV_2023	9	5699	GCA_003104755	9605	105	100	1.57270018042924	HIV	11664560	0
Grundy_HIV_2023.Mix3.rand.13	Grundy_HIV_2023	3	10023	GCA_003099635	2927	34	100	2.03881493697726	HIV	2184138	0
Grundy_HIV_2023.Mix6.rand.63	Grundy_HIV_2023	6	8382	GCA_003112325	4518	13	100	1.6196496892979	HIV	9273116	0
Grundy_HIV_2023.Mix5.rand.23	Grundy_HIV_2023	5	2261	GCA_003100975	2473	34	100	3.00725958176141	HIV	5465616	0
Grundy_HIV_2023.Mix8.rand.85	Grundy_HIV_2023	8	131459	GCA_003100735	11155	801	100	13.9260242739198	HIV	16788762	0
Grundy_HIV_2023.Mix9.rand.62	Grundy_HIV_2023	9	10643	GCA_003112285	2236	73	100	13.1938791637503	HIV	10795618	0
Grundy_HIV_2023.Mix7.rand.49	Grundy_HIV_2023	7	417939	GCA_003855795	6140	975	100	34.502132162301	HIV	7279052	0
Grundy_HIV_2023.Mix3.rand.31	Grundy_HIV_2023	3	39095	GCA_003104855	3351	462	100	22.3967045596786	HIV	3023074	0
Grundy_HIV_2023.Mix2.rand.80	Grundy_HIV_2023	2	113606	GCA_003102495	2988	523	100	33.0980889633894	HIV	4858604	0
Grundy_HIV_2023.Mix7.rand.33	Grundy_HIV_2023	7	67456	GCA_003101815	2882	244	100	22.3952378727684	HIV	9310884	0
Grundy_HIV_2023.Mix7.rand.7	Grundy_HIV_2023	7	15342	GCA_003112285	3861	22	100	4.05738383613429	HIV	7871584	0
Grundy_HIV_2023.Mix6.rand.95	Grundy_HIV_2023	6	23323	GCA_003099235	1212	179	100	20.27030486088	HIV	5830342	0
Grundy_HIV_2023.Mix6.rand.13	Grundy_HIV_2023	6	11147	GCA_003099915	3828	37	100	2.41952256339348	HIV	5268996	0
Grundy_HIV_2023.Mix3.rand.1	Grundy_HIV_2023	3	10424	GCA_003098055	3837	111	100	3.82484435618147	HIV	3887586	0
Grundy_HIV_2023.Mix3.rand.11	Grundy_HIV_2023	3	36056	GCA_003104755	6819	161	100	6.77522088122613	HIV	4677142	0
Grundy_HIV_2023.Mix10.rand.93	Grundy_HIV_2023	10	8449	GCA_003099235	7467	50	100	1.40572514830027	HIV	15543286	0
Grundy_HIV_2023.Mix6.rand.65	Grundy_HIV_2023	6	67002	GCA_003190355	2950	513	100	36.2277473282332	HIV	8340416	0
Grundy_HIV_2023.Mix3.rand.91	Grundy_HIV_2023	3	648	GCA_003099235	1882	21	100	1.6812884131915	HIV	5041894	0
Grundy_HIV_2023.Mix7.rand.64	Grundy_HIV_2023	7	20665	GCA_003097875	5700	223	100	5.56835122063455	HIV	8721440	0
Grundy_HIV_2023.Mix8.rand.82	Grundy_HIV_2023	8	24270	GCA_003188955	7065	211	100	6.183928475747	HIV	8555322	0
Grundy_HIV_2023.Mix3.rand.40	Grundy_HIV_2023	3	2347	GCA_003101315	1895	19	100	2.24283032616406	HIV	4288852	0
Grundy_HIV_2023.Mix10.rand.86	Grundy_HIV_2023	10	41686	GCA_003101175	11309	670	100	10.1810698380463	HIV	16304632	0
