virus	length	Expect_errors	Actual_error	expected_Escape_blast	expected_Escape_bowtie
SARS_cov_2	150	18	30	0	0
SARS_cov_2	150	19	0	1	0
SARS_cov_2	150	19	1	0	0
SARS_cov_2	150	19	2	0	0
SARS_cov_2	150	19	3	1	0
SARS_cov_2	150	19	4	7	0
SARS_cov_2	150	19	5	25	0
SARS_cov_2	150	19	6	65	0
SARS_cov_2	150	19	7	201	0
SARS_cov_2	150	19	8	498	0
SARS_cov_2	150	19	9	1152	0
SARS_cov_2	150	19	10	2679	0
SARS_cov_2	150	19	11	5464	0
SARS_cov_2	150	19	12	10742	0
SARS_cov_2	150	19	13	20511	0
SARS_cov_2	150	19	14	36497	1
SARS_cov_2	150	19	15	63077	1
SARS_cov_2	150	19	16	100557	0
SARS_cov_2	150	19	17	127239	0
SARS_cov_2	150	19	18	195934	0
SARS_cov_2	150	19	19	277678	0
SARS_cov_2	150	19	20	0	0
SARS_cov_2	150	19	21	0	0
SARS_cov_2	150	19	22	0	0
SARS_cov_2	150	19	23	0	0
SARS_cov_2	150	19	24	0	0
SARS_cov_2	150	19	25	0	0
SARS_cov_2	150	19	26	0	0
SARS_cov_2	150	19	27	0	0
SARS_cov_2	150	19	28	0	0
SARS_cov_2	150	19	29	0	0
SARS_cov_2	150	19	30	0	0
SARS_cov_2	150	20	0	0	0
SARS_cov_2	150	20	1	1	0
SARS_cov_2	150	20	2	0	0
SARS_cov_2	150	20	3	1	0
SARS_cov_2	150	20	4	4	0
SARS_cov_2	150	20	5	20	0
SARS_cov_2	150	20	6	46	0
SARS_cov_2	150	20	7	138	0
SARS_cov_2	150	20	8	347	0
SARS_cov_2	150	20	9	859	0
SARS_cov_2	150	20	10	1699	0
SARS_cov_2	150	20	11	3371	0
SARS_cov_2	150	20	12	6807	0
SARS_cov_2	150	20	13	12603	0
SARS_cov_2	150	20	14	21737	0
SARS_cov_2	150	20	15	36194	0
SARS_cov_2	150	20	16	59002	0
SARS_cov_2	150	20	17	88498	0
SARS_cov_2	150	20	18	106900	0
SARS_cov_2	150	20	19	154338	0
SARS_cov_2	150	20	20	209545	0
SARS_cov_2	150	20	21	0	0
SARS_cov_2	150	20	22	0	0
SARS_cov_2	150	20	23	0	0
SARS_cov_2	150	20	24	0	0
SARS_cov_2	150	20	25	0	0
SARS_cov_2	150	20	26	0	0
SARS_cov_2	150	20	27	0	0
SARS_cov_2	150	20	28	0	0
SARS_cov_2	150	20	29	0	0
SARS_cov_2	150	20	30	0	0
SARS_cov_2	150	21	0	0	0
SARS_cov_2	150	21	1	0	0
SARS_cov_2	150	21	2	0	0
SARS_cov_2	150	21	3	1	0
SARS_cov_2	150	21	4	6	0
SARS_cov_2	150	21	5	19	0
SARS_cov_2	150	21	6	49	0
SARS_cov_2	150	21	7	101	0
SARS_cov_2	150	21	8	230	0
SARS_cov_2	150	21	9	532	0
SARS_cov_2	150	21	10	1182	0
SARS_cov_2	150	21	11	2368	0
SARS_cov_2	150	21	12	4355	0
SARS_cov_2	150	21	13	7770	0
SARS_cov_2	150	21	14	13252	0
SARS_cov_2	150	21	15	22258	0
SARS_cov_2	150	21	16	35083	0
SARS_cov_2	150	21	17	54073	0
SARS_cov_2	150	21	18	76539	0
SARS_cov_2	150	21	19	87149	0
SARS_cov_2	150	21	20	120504	0
SARS_cov_2	150	21	21	155286	0
SARS_cov_2	150	21	22	0	0
SARS_cov_2	150	21	23	0	0
SARS_cov_2	150	21	24	0	0
SARS_cov_2	150	21	25	0	0
SARS_cov_2	150	21	26	0	0
SARS_cov_2	150	21	27	0	0
SARS_cov_2	150	21	28	0	0
SARS_cov_2	150	21	29	0	0
SARS_cov_2	150	21	30	0	0
SARS_cov_2	150	22	0	1	0
SARS_cov_2	150	22	1	0	0
SARS_cov_2	150	22	2	1	0
SARS_cov_2	150	22	3	1	0
SARS_cov_2	150	22	4	1	0
SARS_cov_2	150	22	5	9	0
SARS_cov_2	150	22	6	37	0
SARS_cov_2	150	22	7	92	0
SARS_cov_2	150	22	8	233	0
SARS_cov_2	150	22	9	408	0
SARS_cov_2	150	22	10	869	0
SARS_cov_2	150	22	11	1608	0
SARS_cov_2	150	22	12	2951	0
SARS_cov_2	150	22	13	5153	0
SARS_cov_2	150	22	14	8777	0
SARS_cov_2	150	22	15	14156	0
SARS_cov_2	150	22	16	21961	0
SARS_cov_2	150	22	17	32939	0
SARS_cov_2	150	22	18	47595	0
SARS_cov_2	150	22	19	64850	0
SARS_cov_2	150	22	20	70318	0
SARS_cov_2	150	22	21	93381	0
SARS_cov_2	150	22	22	113472	0
SARS_cov_2	150	22	23	0	0
SARS_cov_2	150	22	24	0	0
SARS_cov_2	150	22	25	0	0
SARS_cov_2	150	22	26	0	0
SARS_cov_2	150	22	27	0	0
SARS_cov_2	150	22	28	0	0
SARS_cov_2	150	22	29	0	0
SARS_cov_2	150	22	30	0	0
SARS_cov_2	150	23	0	0	0
SARS_cov_2	150	23	1	0	0
SARS_cov_2	150	23	2	0	0
SARS_cov_2	150	23	3	2	0
SARS_cov_2	150	23	4	2	0
SARS_cov_2	150	23	5	13	0
SARS_cov_2	150	23	6	25	0
SARS_cov_2	150	23	7	80	0
SARS_cov_2	150	23	8	165	0
SARS_cov_2	150	23	9	374	0
SARS_cov_2	150	23	10	664	0
SARS_cov_2	150	23	11	1179	0
SARS_cov_2	150	23	12	2120	0
SARS_cov_2	150	23	13	3430	0
SARS_cov_2	150	23	14	5731	0
SARS_cov_2	150	23	15	9158	0
SARS_cov_2	150	23	16	14242	0
SARS_cov_2	150	23	17	20981	0
SARS_cov_2	150	23	18	29904	0
SARS_cov_2	150	23	19	42115	0
SARS_cov_2	150	23	20	53589	0
SARS_cov_2	150	23	21	55411	0
SARS_cov_2	150	23	22	70044	0
SARS_cov_2	150	23	23	81828	0
SARS_cov_2	150	23	24	0	0
SARS_cov_2	150	23	25	0	0
SARS_cov_2	150	23	26	0	0
SARS_cov_2	150	23	27	0	0
SARS_cov_2	150	23	28	0	0
SARS_cov_2	150	23	29	0	0
SARS_cov_2	150	23	30	0	0
SARS_cov_2	150	24	0	0	0
SARS_cov_2	150	24	1	0	0
SARS_cov_2	150	24	2	0	0
SARS_cov_2	150	24	3	2	0
SARS_cov_2	150	24	4	2	0
SARS_cov_2	150	24	5	2	0
SARS_cov_2	150	24	6	35	0
SARS_cov_2	150	24	7	60	0
SARS_cov_2	150	24	8	155	0
SARS_cov_2	150	24	9	274	0
SARS_cov_2	150	24	10	484	0
SARS_cov_2	150	24	11	864	0
SARS_cov_2	150	24	12	1490	0
SARS_cov_2	150	24	13	2590	0
SARS_cov_2	150	24	14	4059	0
SARS_cov_2	150	24	15	6318	0
SARS_cov_2	150	24	16	9638	0
SARS_cov_2	150	24	17	13706	0
SARS_cov_2	150	24	18	19565	0
SARS_cov_2	150	24	19	26604	0
SARS_cov_2	150	24	20	35937	0
SARS_cov_2	150	24	21	43880	0
SARS_cov_2	150	24	22	43418	0
SARS_cov_2	150	24	23	51591	0
SARS_cov_2	150	24	24	58320	0
SARS_cov_2	150	24	25	0	0
SARS_cov_2	150	24	26	0	0
SARS_cov_2	150	24	27	0	0
SARS_cov_2	150	24	28	0	0
SARS_cov_2	150	24	29	0	0
SARS_cov_2	150	24	30	0	0
SARS_cov_2	150	25	0	0	0
SARS_cov_2	150	25	1	0	0
SARS_cov_2	150	25	2	1	0
SARS_cov_2	150	25	3	0	0
SARS_cov_2	150	25	4	5	0
SARS_cov_2	150	25	5	8	0
SARS_cov_2	150	25	6	32	0
SARS_cov_2	150	25	7	56	0
SARS_cov_2	150	25	8	125	0
SARS_cov_2	150	25	9	222	0
SARS_cov_2	150	25	10	420	0
SARS_cov_2	150	25	11	714	0
SARS_cov_2	150	25	12	1214	0
SARS_cov_2	150	25	13	1825	0
SARS_cov_2	150	25	14	2923	0
SARS_cov_2	150	25	15	4390	0
SARS_cov_2	150	25	16	6621	0
SARS_cov_2	150	25	17	9465	0
SARS_cov_2	150	25	18	13432	0
SARS_cov_2	150	25	19	18198	0
SARS_cov_2	150	25	20	23275	0
SARS_cov_2	150	25	21	29565	0
SARS_cov_2	150	25	22	34747	0
SARS_cov_2	150	25	23	32617	0
SARS_cov_2	150	25	24	38034	0
SARS_cov_2	150	25	25	40872	0
SARS_cov_2	150	25	26	0	0
SARS_cov_2	150	25	27	0	0
SARS_cov_2	150	25	28	0	0
SARS_cov_2	150	25	29	0	0
SARS_cov_2	150	25	30	0	0
SARS_cov_2	150	26	0	0	0
SARS_cov_2	150	26	1	0	0
SARS_cov_2	150	26	2	1	0
SARS_cov_2	150	26	3	0	0
SARS_cov_2	150	26	4	2	0
SARS_cov_2	150	26	5	12	0
SARS_cov_2	150	26	6	20	0
SARS_cov_2	150	26	7	67	0
SARS_cov_2	150	26	8	104	0
SARS_cov_2	150	26	9	207	0
SARS_cov_2	150	26	10	358	0
SARS_cov_2	150	26	11	553	0
SARS_cov_2	150	26	12	1018	0
SARS_cov_2	150	26	13	1502	0
SARS_cov_2	150	26	14	2190	0
SARS_cov_2	150	26	15	3361	0
SARS_cov_2	150	26	16	4682	0
SARS_cov_2	150	26	17	6647	0
SARS_cov_2	150	26	18	9145	0
SARS_cov_2	150	26	19	11962	0
SARS_cov_2	150	26	20	15682	0
SARS_cov_2	150	26	21	19584	0
SARS_cov_2	150	26	22	24127	0
SARS_cov_2	150	26	23	27409	0
SARS_cov_2	150	26	24	24791	0
SARS_cov_2	150	26	25	27587	0
SARS_cov_2	150	26	26	28453	0
SARS_cov_2	150	26	27	0	0
SARS_cov_2	150	26	28	0	0
SARS_cov_2	150	26	29	0	0
SARS_cov_2	150	26	30	0	0
SARS_cov_2	150	27	0	0	0
SARS_cov_2	150	27	1	0	0
SARS_cov_2	150	27	2	0	0
SARS_cov_2	150	27	3	1	0
SARS_cov_2	150	27	4	2	0
SARS_cov_2	150	27	5	12	0
SARS_cov_2	150	27	6	35	0
SARS_cov_2	150	27	7	63	0
SARS_cov_2	150	27	8	91	0
SARS_cov_2	150	27	9	202	0
SARS_cov_2	150	27	10	307	0
SARS_cov_2	150	27	11	483	0
SARS_cov_2	150	27	12	778	0
SARS_cov_2	150	27	13	1191	0
SARS_cov_2	150	27	14	1756	0
SARS_cov_2	150	27	15	2471	0
SARS_cov_2	150	27	16	3478	0
SARS_cov_2	150	27	17	4805	0
SARS_cov_2	150	27	18	6429	0
SARS_cov_2	150	27	19	8479	0
SARS_cov_2	150	27	20	10910	0
SARS_cov_2	150	27	21	13742	0
SARS_cov_2	150	27	22	16091	0
SARS_cov_2	150	27	23	19130	0
SARS_cov_2	150	27	24	20922	0
SARS_cov_2	150	27	25	18182	0
SARS_cov_2	150	27	26	19587	0
SARS_cov_2	150	27	27	19268	0
SARS_cov_2	150	27	28	0	0
SARS_cov_2	150	27	29	0	0
SARS_cov_2	150	27	30	0	0
SARS_cov_2	150	28	0	0	0
SARS_cov_2	150	28	1	0	0
SARS_cov_2	150	28	2	0	0
SARS_cov_2	150	28	3	2	0
SARS_cov_2	150	28	4	4	0
SARS_cov_2	150	28	5	11	0
SARS_cov_2	150	28	6	27	0
SARS_cov_2	150	28	7	47	0
SARS_cov_2	150	28	8	103	0
SARS_cov_2	150	28	9	188	0
SARS_cov_2	150	28	10	278	0
SARS_cov_2	150	28	11	452	0
SARS_cov_2	150	28	12	661	0
SARS_cov_2	150	28	13	973	0
SARS_cov_2	150	28	14	1385	0
SARS_cov_2	150	28	15	1851	0
SARS_cov_2	150	28	16	2645	0
SARS_cov_2	150	28	17	3641	0
SARS_cov_2	150	28	18	4472	0
SARS_cov_2	150	28	19	6049	0
SARS_cov_2	150	28	20	7741	0
SARS_cov_2	150	28	21	9485	0
SARS_cov_2	150	28	22	11452	0
SARS_cov_2	150	28	23	12902	0
SARS_cov_2	150	28	24	14853	0
SARS_cov_2	150	28	25	15662	0
SARS_cov_2	150	28	26	12979	0
SARS_cov_2	150	28	27	13396	0
SARS_cov_2	150	28	28	12823	0
SARS_cov_2	150	28	29	0	0
SARS_cov_2	150	28	30	0	0
SARS_cov_2	150	29	0	0	0
SARS_cov_2	150	29	1	0	0
SARS_cov_2	150	29	2	0	0
SARS_cov_2	150	29	3	1	0
SARS_cov_2	150	29	4	9	0
SARS_cov_2	150	29	5	11	0
SARS_cov_2	150	29	6	26	0
SARS_cov_2	150	29	7	54	0
SARS_cov_2	150	29	8	103	0
SARS_cov_2	150	29	9	153	0
SARS_cov_2	150	29	10	303	0
SARS_cov_2	150	29	11	396	0
SARS_cov_2	150	29	12	601	0
SARS_cov_2	150	29	13	832	0
SARS_cov_2	150	29	14	1099	0
SARS_cov_2	150	29	15	1532	0
SARS_cov_2	150	29	16	2027	0
SARS_cov_2	150	29	17	2719	0
SARS_cov_2	150	29	18	3423	0
SARS_cov_2	150	29	19	4313	0
SARS_cov_2	150	29	20	5545	0
SARS_cov_2	150	29	21	6644	0
SARS_cov_2	150	29	22	8034	0
SARS_cov_2	150	29	23	9110	0
SARS_cov_2	150	29	24	10352	0
SARS_cov_2	150	29	25	11201	0
SARS_cov_2	150	29	26	11500	0
SARS_cov_2	150	29	27	9240	0
SARS_cov_2	150	29	28	9153	0
SARS_cov_2	150	29	29	8413	0
SARS_cov_2	150	29	30	0	0
SARS_cov_2	150	30	0	0	0
SARS_cov_2	150	30	1	0	0
SARS_cov_2	150	30	2	1	0
SARS_cov_2	150	30	3	2	0
SARS_cov_2	150	30	4	6	0
SARS_cov_2	150	30	5	9	0
SARS_cov_2	150	30	6	33	0
SARS_cov_2	150	30	7	56	0
SARS_cov_2	150	30	8	111	0
SARS_cov_2	150	30	9	160	0
SARS_cov_2	150	30	10	260	0
SARS_cov_2	150	30	11	329	0
SARS_cov_2	150	30	12	515	0
SARS_cov_2	150	30	13	626	0
SARS_cov_2	150	30	14	964	0
SARS_cov_2	150	30	15	1264	0
SARS_cov_2	150	30	16	1734	0
SARS_cov_2	150	30	17	2131	0
SARS_cov_2	150	30	18	2601	0
SARS_cov_2	150	30	19	3261	0
SARS_cov_2	150	30	20	4105	0
SARS_cov_2	150	30	21	4954	0
SARS_cov_2	150	30	22	5706	0
SARS_cov_2	150	30	23	6727	0
SARS_cov_2	150	30	24	7347	0
SARS_cov_2	150	30	25	7955	0
SARS_cov_2	150	30	26	8470	0
SARS_cov_2	150	30	27	8212	0
SARS_cov_2	150	30	28	6283	0
SARS_cov_2	150	30	29	6179	0
SARS_cov_2	150	30	30	5275	0
